You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0843
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d5_s0160_N3_v1", "cached_question": "Tổng khối lượng học tập được công nhận, chuyển đổi tín chỉ tối đa là bao nhiêu phần trăm của chương trình đào tạo?", "cached_answer": "Không vượt quá 40% tổng khối lượng học tập của chương trình đào tạo mà người học đang theo học.", "new_query": "Tổng khối lượng học tập trực tuyến tối đa là bao nhiêu phần trăm của chương trình đào tạo?"}
{"pair_id": "d5_s0161_P1_v2", "cached_question": "Người học đại học hoặc thạc sĩ cần đáp ứng điều kiện gì để được đăng ký học trước một số học phần của chương trình đào tạo tiến sĩ?", "cached_answer": "Người học đại học phải tích lũy tối thiểu 70% khối lượng học tập với điểm trung bình chung tích lũy loại giỏi trở lên; người học thạc sĩ phải tích lũy tối thiểu 40% khối lượng học tập với điểm trung bình chung tích lũy loại khá trở lên. Tổng khối lượng được công nhận, chuyển đổi không vượt quá 25% chương trình đào tạo tiến sĩ.", "new_query": "Muốn đăng ký học sớm một số học phần trình độ tiến sĩ, người học đại học hay thạc sĩ phải thỏa mãn yêu cầu gì?"}
{"pair_id": "d5_s0161_P1_v3", "cached_question": "Người học đại học hoặc thạc sĩ cần đáp ứng điều kiện gì để được đăng ký học trước một số học phần của chương trình đào tạo tiến sĩ?", "cached_answer": "Người học đại học phải tích lũy tối thiểu 70% khối lượng học tập với điểm trung bình chung tích lũy loại giỏi trở lên; người học thạc sĩ phải tích lũy tối thiểu 40% khối lượng học tập với điểm trung bình chung tích lũy loại khá trở lên. Tổng khối lượng được công nhận, chuyển đổi không vượt quá 25% chương trình đào tạo tiến sĩ.", "new_query": "Yêu cầu đối với người đang học đại học hoặc thạc sĩ khi muốn tích lũy trước học phần của chương trình tiến sĩ là gì?"}
{"pair_id": "d5_s0161_P1_v4", "cached_question": "Người học đại học hoặc thạc sĩ cần đáp ứng điều kiện gì để được đăng ký học trước một số học phần của chương trình đào tạo tiến sĩ?", "cached_answer": "Người học đại học phải tích lũy tối thiểu 70% khối lượng học tập với điểm trung bình chung tích lũy loại giỏi trở lên; người học thạc sĩ phải tích lũy tối thiểu 40% khối lượng học tập với điểm trung bình chung tích lũy loại khá trở lên. Tổng khối lượng được công nhận, chuyển đổi không vượt quá 25% chương trình đào tạo tiến sĩ.", "new_query": "Người học bậc đại học hoặc bậc thạc sĩ phải hội đủ tiêu chuẩn nào mới được đăng ký học trước học phần tiến sĩ?"}
{"pair_id": "d5_s0161_P2_v1", "cached_question": "Người học đại học hoặc thạc sĩ cần đáp ứng điều kiện gì để được đăng ký học trước một số học phần của chương trình đào tạo tiến sĩ?", "cached_answer": "Người học đại học phải tích lũy tối thiểu 70% khối lượng học tập với điểm trung bình chung tích lũy loại giỏi trở lên; người học thạc sĩ phải tích lũy tối thiểu 40% khối lượng học tập với điểm trung bình chung tích lũy loại khá trở lên. Tổng khối lượng được công nhận, chuyển đổi không vượt quá 25% chương trình đào tạo tiến sĩ.", "new_query": "Hãy cho biết các điều kiện để người học đại học hoặc thạc sĩ được đăng ký học trước một số học phần của chương trình đào tạo tiến sĩ."}
{"pair_id": "d5_s0161_P2_v3", "cached_question": "Người học đại học hoặc thạc sĩ cần đáp ứng điều kiện gì để được đăng ký học trước một số học phần của chương trình đào tạo tiến sĩ?", "cached_answer": "Người học đại học phải tích lũy tối thiểu 70% khối lượng học tập với điểm trung bình chung tích lũy loại giỏi trở lên; người học thạc sĩ phải tích lũy tối thiểu 40% khối lượng học tập với điểm trung bình chung tích lũy loại khá trở lên. Tổng khối lượng được công nhận, chuyển đổi không vượt quá 25% chương trình đào tạo tiến sĩ.", "new_query": "Những điều kiện nào được đặt ra cho người học đại học hoặc thạc sĩ muốn học trước học phần của chương trình tiến sĩ?"}
{"pair_id": "d5_s0161_P2_v4", "cached_question": "Người học đại học hoặc thạc sĩ cần đáp ứng điều kiện gì để được đăng ký học trước một số học phần của chương trình đào tạo tiến sĩ?", "cached_answer": "Người học đại học phải tích lũy tối thiểu 70% khối lượng học tập với điểm trung bình chung tích lũy loại giỏi trở lên; người học thạc sĩ phải tích lũy tối thiểu 40% khối lượng học tập với điểm trung bình chung tích lũy loại khá trở lên. Tổng khối lượng được công nhận, chuyển đổi không vượt quá 25% chương trình đào tạo tiến sĩ.", "new_query": "Tôi cần biết điều kiện đăng ký học trước học phần chương trình tiến sĩ áp dụng cho người học đại học và thạc sĩ."}
{"pair_id": "d5_s0162_N2_v1", "cached_question": "Trong liên kết đào tạo sau đại học, cơ sở chủ trì phải trực tiếp thực hiện tối thiểu bao nhiêu phần trăm khối lượng học tập của chương trình liên kết?", "cached_answer": "Cơ sở chủ trì phải chịu trách nhiệm trực tiếp thực hiện không ít hơn 50% tổng khối lượng học tập của chương trình liên kết đào tạo.", "new_query": "Trong phần luận văn của chương trình liên kết, cơ sở chủ trì phải trực tiếp hướng dẫn tối thiểu bao nhiêu phần trăm?"}
{"pair_id": "d5_s0162_N2_v2", "cached_question": "Trong liên kết đào tạo sau đại học, cơ sở chủ trì phải trực tiếp thực hiện tối thiểu bao nhiêu phần trăm khối lượng học tập của chương trình liên kết?", "cached_answer": "Cơ sở chủ trì phải chịu trách nhiệm trực tiếp thực hiện không ít hơn 50% tổng khối lượng học tập của chương trình liên kết đào tạo.", "new_query": "Trong liên kết đào tạo với cơ sở nước ngoài, tỷ lệ khối lượng do cơ sở chủ trì thực hiện là bao nhiêu?"}
{"pair_id": "d5_s0162_N5_v1", "cached_question": "Trong liên kết đào tạo sau đại học, cơ sở chủ trì phải trực tiếp thực hiện tối thiểu bao nhiêu phần trăm khối lượng học tập của chương trình liên kết?", "cached_answer": "Cơ sở chủ trì phải chịu trách nhiệm trực tiếp thực hiện không ít hơn 50% tổng khối lượng học tập của chương trình liên kết đào tạo.", "new_query": "Cơ sở chủ trì được phép trực tiếp thực hiện tối đa bao nhiêu phần trăm khối lượng chương trình liên kết?"}
{"pair_id": "d5_s0162_P1_v3", "cached_question": "Trong liên kết đào tạo sau đại học, cơ sở chủ trì phải trực tiếp thực hiện tối thiểu bao nhiêu phần trăm khối lượng học tập của chương trình liên kết?", "cached_answer": "Cơ sở chủ trì phải chịu trách nhiệm trực tiếp thực hiện không ít hơn 50% tổng khối lượng học tập của chương trình liên kết đào tạo.", "new_query": "Tỷ lệ tối thiểu khối lượng học tập mà cơ sở chủ trì phải tự thực hiện trong chương trình liên kết là bao nhiêu?"}
{"pair_id": "d5_s0162_P1_v4", "cached_question": "Trong liên kết đào tạo sau đại học, cơ sở chủ trì phải trực tiếp thực hiện tối thiểu bao nhiêu phần trăm khối lượng học tập của chương trình liên kết?", "cached_answer": "Cơ sở chủ trì phải chịu trách nhiệm trực tiếp thực hiện không ít hơn 50% tổng khối lượng học tập của chương trình liên kết đào tạo.", "new_query": "Khi liên kết đào tạo sau đại học, đơn vị chủ trì phải trực tiếp giảng dạy tối thiểu bao nhiêu phần trăm chương trình?"}
{"pair_id": "d5_s0162_P2_v1", "cached_question": "Trong liên kết đào tạo sau đại học, cơ sở chủ trì phải trực tiếp thực hiện tối thiểu bao nhiêu phần trăm khối lượng học tập của chương trình liên kết?", "cached_answer": "Cơ sở chủ trì phải chịu trách nhiệm trực tiếp thực hiện không ít hơn 50% tổng khối lượng học tập của chương trình liên kết đào tạo.", "new_query": "Cho tôi biết tỷ lệ khối lượng học tập tối thiểu mà cơ sở chủ trì phải trực tiếp thực hiện trong liên kết đào tạo sau đại học."}
{"pair_id": "d5_s0162_P2_v2", "cached_question": "Trong liên kết đào tạo sau đại học, cơ sở chủ trì phải trực tiếp thực hiện tối thiểu bao nhiêu phần trăm khối lượng học tập của chương trình liên kết?", "cached_answer": "Cơ sở chủ trì phải chịu trách nhiệm trực tiếp thực hiện không ít hơn 50% tổng khối lượng học tập của chương trình liên kết đào tạo.", "new_query": "Bao nhiêu phần trăm khối lượng học tập của chương trình liên kết phải do cơ sở chủ trì trực tiếp thực hiện?"}
{"pair_id": "d5_s0162_P2_v4", "cached_question": "Trong liên kết đào tạo sau đại học, cơ sở chủ trì phải trực tiếp thực hiện tối thiểu bao nhiêu phần trăm khối lượng học tập của chương trình liên kết?", "cached_answer": "Cơ sở chủ trì phải chịu trách nhiệm trực tiếp thực hiện không ít hơn 50% tổng khối lượng học tập của chương trình liên kết đào tạo.", "new_query": "Tôi muốn hỏi mức tối thiểu khối lượng chương trình liên kết sau đại học mà cơ sở chủ trì phải tự đảm nhận."}
{"pair_id": "d5_s0163_N3_v1", "cached_question": "Trong chương trình liên kết đào tạo với cơ sở giáo dục đại học nước ngoài, cơ sở nước ngoài phải bố trí giảng viên tham gia bao nhiêu phần trăm khối lượng học tập và giảng viên đó phải đạt trình độ gì?", "cached_answer": "Cơ sở nước ngoài phải bố trí giảng viên tham gia thực hiện ít nhất 25% tổng khối lượng học tập của chương trình liên kết, và giảng viên đó phải có trình độ chuyên môn, học hàm, học vị từ tiến sĩ trở lên.", "new_query": "Trong chương trình liên kết đào tạo, cơ sở giáo dục đại học Việt Nam phải bố trí giảng viên tham gia bao nhiêu phần trăm khối lượng học tập và giảng viên đó phải đạt trình độ gì?"}
{"pair_id": "d5_s0163_N3_v2", "cached_question": "Trong chương trình liên kết đào tạo với cơ sở giáo dục đại học nước ngoài, cơ sở nước ngoài phải bố trí giảng viên tham gia bao nhiêu phần trăm khối lượng học tập và giảng viên đó phải đạt trình độ gì?", "cached_answer": "Cơ sở nước ngoài phải bố trí giảng viên tham gia thực hiện ít nhất 25% tổng khối lượng học tập của chương trình liên kết, và giảng viên đó phải có trình độ chuyên môn, học hàm, học vị từ tiến sĩ trở lên.", "new_query": "Trong chương trình liên kết đào tạo với viện nghiên cứu nước ngoài, viện đó phải bố trí giảng viên tham gia bao nhiêu phần trăm khối lượng học tập và trình độ gì?"}
{"pair_id": "d5_s0163_N5_v1", "cached_question": "Trong chương trình liên kết đào tạo với cơ sở giáo dục đại học nước ngoài, cơ sở nước ngoài phải bố trí giảng viên tham gia bao nhiêu phần trăm khối lượng học tập và giảng viên đó phải đạt trình độ gì?", "cached_answer": "Cơ sở nước ngoài phải bố trí giảng viên tham gia thực hiện ít nhất 25% tổng khối lượng học tập của chương trình liên kết, và giảng viên đó phải có trình độ chuyên môn, học hàm, học vị từ tiến sĩ trở lên.", "new_query": "Cơ sở nước ngoài được bố trí giảng viên tham gia tối đa bao nhiêu phần trăm khối lượng học tập của chương trình liên kết?"}
{"pair_id": "d5_s0163_P1_v2", "cached_question": "Trong chương trình liên kết đào tạo với cơ sở giáo dục đại học nước ngoài, cơ sở nước ngoài phải bố trí giảng viên tham gia bao nhiêu phần trăm khối lượng học tập và giảng viên đó phải đạt trình độ gì?", "cached_answer": "Cơ sở nước ngoài phải bố trí giảng viên tham gia thực hiện ít nhất 25% tổng khối lượng học tập của chương trình liên kết, và giảng viên đó phải có trình độ chuyên môn, học hàm, học vị từ tiến sĩ trở lên.", "new_query": "Với chương trình liên kết đào tạo cùng cơ sở giáo dục đại học nước ngoài, phía nước ngoài phải phân công giảng viên dạy bao nhiêu phần trăm khối lượng chương trình và yêu cầu học vị gì?"}
{"pair_id": "d5_s0163_P2_v1", "cached_question": "Trong chương trình liên kết đào tạo với cơ sở giáo dục đại học nước ngoài, cơ sở nước ngoài phải bố trí giảng viên tham gia bao nhiêu phần trăm khối lượng học tập và giảng viên đó phải đạt trình độ gì?", "cached_answer": "Cơ sở nước ngoài phải bố trí giảng viên tham gia thực hiện ít nhất 25% tổng khối lượng học tập của chương trình liên kết, và giảng viên đó phải có trình độ chuyên môn, học hàm, học vị từ tiến sĩ trở lên.", "new_query": "Tỷ lệ khối lượng học tập mà giảng viên của cơ sở nước ngoài phải tham gia trong chương trình liên kết là bao nhiêu, và họ cần đạt trình độ gì?"}
{"pair_id": "d5_s0163_P2_v2", "cached_question": "Trong chương trình liên kết đào tạo với cơ sở giáo dục đại học nước ngoài, cơ sở nước ngoài phải bố trí giảng viên tham gia bao nhiêu phần trăm khối lượng học tập và giảng viên đó phải đạt trình độ gì?", "cached_answer": "Cơ sở nước ngoài phải bố trí giảng viên tham gia thực hiện ít nhất 25% tổng khối lượng học tập của chương trình liên kết, và giảng viên đó phải có trình độ chuyên môn, học hàm, học vị từ tiến sĩ trở lên.", "new_query": "Cho tôi biết yêu cầu về phần trăm khối lượng học tập và trình độ đối với giảng viên do cơ sở giáo dục đại học nước ngoài bố trí trong chương trình liên kết đào tạo."}
{"pair_id": "d5_s0163_P2_v3", "cached_question": "Trong chương trình liên kết đào tạo với cơ sở giáo dục đại học nước ngoài, cơ sở nước ngoài phải bố trí giảng viên tham gia bao nhiêu phần trăm khối lượng học tập và giảng viên đó phải đạt trình độ gì?", "cached_answer": "Cơ sở nước ngoài phải bố trí giảng viên tham gia thực hiện ít nhất 25% tổng khối lượng học tập của chương trình liên kết, và giảng viên đó phải có trình độ chuyên môn, học hàm, học vị từ tiến sĩ trở lên.", "new_query": "Quy chế yêu cầu cơ sở giáo dục đại học nước ngoài bố trí giảng viên như thế nào về khối lượng học tập và trình độ trong chương trình liên kết đào tạo?"}
{"pair_id": "d5_s0163_P2_v4", "cached_question": "Trong chương trình liên kết đào tạo với cơ sở giáo dục đại học nước ngoài, cơ sở nước ngoài phải bố trí giảng viên tham gia bao nhiêu phần trăm khối lượng học tập và giảng viên đó phải đạt trình độ gì?", "cached_answer": "Cơ sở nước ngoài phải bố trí giảng viên tham gia thực hiện ít nhất 25% tổng khối lượng học tập của chương trình liên kết, và giảng viên đó phải có trình độ chuyên môn, học hàm, học vị từ tiến sĩ trở lên.", "new_query": "Bao nhiêu phần trăm khối lượng học tập của chương trình liên kết phải do giảng viên của cơ sở nước ngoài thực hiện, và trình độ tối thiểu của họ là gì?"}
{"pair_id": "d5_s0164_N1_v1", "cached_question": "Thông báo tuyển sinh sau đại học phải được công bố công khai trước khi hết hạn nhận hồ sơ bao lâu?", "cached_answer": "Ít nhất 30 ngày làm việc trước khi hết hạn nhận hồ sơ tuyển sinh, trên trang thông tin điện tử của cơ sở đào tạo.", "new_query": "Thông báo tuyển sinh sau đại học phải có những nội dung gì?"}
{"pair_id": "d5_s0164_N2_v1", "cached_question": "Thông báo tuyển sinh sau đại học phải được công bố công khai trước khi hết hạn nhận hồ sơ bao lâu?", "cached_answer": "Ít nhất 30 ngày làm việc trước khi hết hạn nhận hồ sơ tuyển sinh, trên trang thông tin điện tử của cơ sở đào tạo.", "new_query": "Thông báo tuyển sinh sau đại học đối với chương trình liên kết đào tạo với nước ngoài phải công bố trước bao lâu?"}
{"pair_id": "d5_s0164_N2_v2", "cached_question": "Thông báo tuyển sinh sau đại học phải được công bố công khai trước khi hết hạn nhận hồ sơ bao lâu?", "cached_answer": "Ít nhất 30 ngày làm việc trước khi hết hạn nhận hồ sơ tuyển sinh, trên trang thông tin điện tử của cơ sở đào tạo.", "new_query": "Thông báo xét tuyển bổ sung sau đại học phải công bố trước khi hết hạn nhận hồ sơ bao lâu?"}
{"pair_id": "d5_s0164_N3_v2", "cached_question": "Thông báo tuyển sinh sau đại học phải được công bố công khai trước khi hết hạn nhận hồ sơ bao lâu?", "cached_answer": "Ít nhất 30 ngày làm việc trước khi hết hạn nhận hồ sơ tuyển sinh, trên trang thông tin điện tử của cơ sở đào tạo.", "new_query": "Đề án tuyển sinh sau đại học phải được công bố công khai trước khi hết hạn nhận hồ sơ bao lâu?"}
{"pair_id": "d5_s0164_N5_v2", "cached_question": "Thông báo tuyển sinh sau đại học phải được công bố công khai trước khi hết hạn nhận hồ sơ bao lâu?", "cached_answer": "Ít nhất 30 ngày làm việc trước khi hết hạn nhận hồ sơ tuyển sinh, trên trang thông tin điện tử của cơ sở đào tạo.", "new_query": "Thời điểm sớm nhất mà cơ sở đào tạo được công bố thông báo tuyển sinh sau đại học là khi nào?"}
{"pair_id": "d5_s0164_N6_v2", "cached_question": "Thông báo tuyển sinh sau đại học phải được công bố công khai trước khi hết hạn nhận hồ sơ bao lâu?", "cached_answer": "Ít nhất 30 ngày làm việc trước khi hết hạn nhận hồ sơ tuyển sinh, trên trang thông tin điện tử của cơ sở đào tạo.", "new_query": "Thông báo tuyển sinh sau đại học phải được lưu trên trang thông tin điện tử trong bao lâu?"}
{"pair_id": "d5_s0164_P1_v3", "cached_question": "Thông báo tuyển sinh sau đại học phải được công bố công khai trước khi hết hạn nhận hồ sơ bao lâu?", "cached_answer": "Ít nhất 30 ngày làm việc trước khi hết hạn nhận hồ sơ tuyển sinh, trên trang thông tin điện tử của cơ sở đào tạo.", "new_query": "Khoảng thời gian tối thiểu phải công bố thông báo tuyển sinh sau đại học trước khi đóng nhận hồ sơ là bao lâu?"}
{"pair_id": "d5_s0164_P2_v2", "cached_question": "Thông báo tuyển sinh sau đại học phải được công bố công khai trước khi hết hạn nhận hồ sơ bao lâu?", "cached_answer": "Ít nhất 30 ngày làm việc trước khi hết hạn nhận hồ sơ tuyển sinh, trên trang thông tin điện tử của cơ sở đào tạo.", "new_query": "Cho tôi biết thời hạn công bố công khai thông báo tuyển sinh sau đại học so với ngày hết hạn nhận hồ sơ."}
{"pair_id": "d5_s0164_P2_v4", "cached_question": "Thông báo tuyển sinh sau đại học phải được công bố công khai trước khi hết hạn nhận hồ sơ bao lâu?", "cached_answer": "Ít nhất 30 ngày làm việc trước khi hết hạn nhận hồ sơ tuyển sinh, trên trang thông tin điện tử của cơ sở đào tạo.", "new_query": "Tôi cần biết phải công khai thông báo tuyển sinh sau đại học sớm bao nhiêu ngày so với hạn nhận hồ sơ."}
{"pair_id": "d5_s0165_N1_v1", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Người dự tuyển trình độ thạc sĩ phải đáp ứng yêu cầu ngoại ngữ nào?"}
{"pair_id": "d5_s0165_N2_v1", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Người nước ngoài dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?"}
{"pair_id": "d5_s0165_N2_v2", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Người dự tuyển thạc sĩ theo định hướng nghiên cứu phải đáp ứng điều kiện tốt nghiệp nào?"}
{"pair_id": "d5_s0165_N3_v1", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Người dự tuyển trình độ tiến sĩ phải đáp ứng điều kiện tốt nghiệp nào?"}
{"pair_id": "d5_s0165_N3_v2", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Người dự tuyển trình độ đại học phải đáp ứng điều kiện tốt nghiệp nào?"}
{"pair_id": "d5_s0165_N4_v1", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Người dự tuyển trình độ thạc sĩ không cần đáp ứng điều kiện tốt nghiệp nào?"}
{"pair_id": "d5_s0165_N4_v3", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Người chưa tốt nghiệp đại học có bị cấm dự tuyển trình độ thạc sĩ không?"}
{"pair_id": "d5_s0165_N5_v1", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Trình độ tốt nghiệp cao nhất được chấp nhận khi dự tuyển thạc sĩ là gì?"}
