You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0866
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d5_s0281_P2_v2", "cached_question": "Cơ sở đào tạo được quy định giới hạn cảnh báo học tập tối đa bao nhiêu lần cảnh báo liên tiếp?", "cached_answer": "Cơ sở đào tạo không được quy định giới hạn vượt quá 3 lần cảnh báo học tập liên tiếp.", "new_query": "Cho tôi biết số lần cảnh báo học tập liên tiếp tối đa mà cơ sở đào tạo được quy định."}
{"pair_id": "d5_s0283_N4_v1", "cached_question": "Theo niên chế, sinh viên bị buộc thôi học khi điểm trung bình chung tích lũy dưới bao nhiêu sau 3 năm học?", "cached_answer": "Sinh viên bị buộc thôi học nếu điểm trung bình chung tích lũy dưới 4,00 sau 3 năm học.", "new_query": "Theo niên chế, sinh viên được tiếp tục học khi điểm trung bình chung tích lũy sau 3 năm đạt từ bao nhiêu trở lên?"}
{"pair_id": "d5_s0283_N4_v3", "cached_question": "Theo niên chế, sinh viên bị buộc thôi học khi điểm trung bình chung tích lũy dưới bao nhiêu sau 3 năm học?", "cached_answer": "Sinh viên bị buộc thôi học nếu điểm trung bình chung tích lũy dưới 4,00 sau 3 năm học.", "new_query": "Theo niên chế, sinh viên được xét lên lớp khi điểm trung bình chung tích lũy sau 3 năm từ bao nhiêu trở lên?"}
{"pair_id": "d5_s0283_N5_v2", "cached_question": "Theo niên chế, sinh viên bị buộc thôi học khi điểm trung bình chung tích lũy dưới bao nhiêu sau 3 năm học?", "cached_answer": "Sinh viên bị buộc thôi học nếu điểm trung bình chung tích lũy dưới 4,00 sau 3 năm học.", "new_query": "Theo niên chế, mốc thời gian cuối cùng xét buộc thôi học theo điểm trung bình tích lũy là sau bao nhiêu năm học?"}
{"pair_id": "d5_s0283_N6_v1", "cached_question": "Theo niên chế, sinh viên bị buộc thôi học khi điểm trung bình chung tích lũy dưới bao nhiêu sau 3 năm học?", "cached_answer": "Sinh viên bị buộc thôi học nếu điểm trung bình chung tích lũy dưới 4,00 sau 3 năm học.", "new_query": "Sinh viên hệ niên chế bị buộc thôi học sau 3 năm do điểm trung bình chung tích lũy thấp có được bảo lưu kết quả không?"}
{"pair_id": "d5_s0283_N6_v2", "cached_question": "Theo niên chế, sinh viên bị buộc thôi học khi điểm trung bình chung tích lũy dưới bao nhiêu sau 3 năm học?", "cached_answer": "Sinh viên bị buộc thôi học nếu điểm trung bình chung tích lũy dưới 4,00 sau 3 năm học.", "new_query": "Theo niên chế, sinh viên bị buộc thôi học vì điểm trung bình chung tích lũy thấp phải hoàn tất thủ tục gì?"}
{"pair_id": "d5_s0283_P1_v2", "cached_question": "Theo niên chế, sinh viên bị buộc thôi học khi điểm trung bình chung tích lũy dưới bao nhiêu sau 3 năm học?", "cached_answer": "Sinh viên bị buộc thôi học nếu điểm trung bình chung tích lũy dưới 4,00 sau 3 năm học.", "new_query": "Học theo niên chế, sinh viên bị đuổi học khi điểm trung bình chung tích lũy sau 3 năm thấp hơn mức nào?"}
{"pair_id": "d5_s0283_P1_v3", "cached_question": "Theo niên chế, sinh viên bị buộc thôi học khi điểm trung bình chung tích lũy dưới bao nhiêu sau 3 năm học?", "cached_answer": "Sinh viên bị buộc thôi học nếu điểm trung bình chung tích lũy dưới 4,00 sau 3 năm học.", "new_query": "Theo hình thức niên chế, ngưỡng điểm trung bình tích lũy sau 3 năm để sinh viên bị buộc thôi học là bao nhiêu?"}
{"pair_id": "d5_s0283_P2_v2", "cached_question": "Theo niên chế, sinh viên bị buộc thôi học khi điểm trung bình chung tích lũy dưới bao nhiêu sau 3 năm học?", "cached_answer": "Sinh viên bị buộc thôi học nếu điểm trung bình chung tích lũy dưới 4,00 sau 3 năm học.", "new_query": "Cho tôi biết ngưỡng điểm trung bình chung tích lũy sau 3 năm khiến sinh viên hệ niên chế bị buộc thôi học."}
{"pair_id": "d5_s0283_P2_v4", "cached_question": "Theo niên chế, sinh viên bị buộc thôi học khi điểm trung bình chung tích lũy dưới bao nhiêu sau 3 năm học?", "cached_answer": "Sinh viên bị buộc thôi học nếu điểm trung bình chung tích lũy dưới 4,00 sau 3 năm học.", "new_query": "Điểm trung bình chung tích lũy sau 3 năm phải dưới bao nhiêu thì việc buộc thôi học được áp dụng với sinh viên niên chế?"}
{"pair_id": "d5_s0284_N2_v2", "cached_question": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa là bao nhiêu so với thời gian đào tạo chuẩn của chương trình đào tạo?", "cached_answer": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa không vượt quá 2,0 lần thời gian đào tạo chuẩn của chương trình đào tạo, tính từ ngày thi kết thúc học phần hoặc công nhận chứng chỉ.", "new_query": "Thời hạn giá trị tối đa của từng học phần trong chứng chỉ giáo dục đại học là bao nhiêu?"}
{"pair_id": "d5_s0284_N3_v2", "cached_question": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa là bao nhiêu so với thời gian đào tạo chuẩn của chương trình đào tạo?", "cached_answer": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa không vượt quá 2,0 lần thời gian đào tạo chuẩn của chương trình đào tạo, tính từ ngày thi kết thúc học phần hoặc công nhận chứng chỉ.", "new_query": "Chứng chỉ giáo dục nghề nghiệp có thời hạn giá trị tối đa là bao nhiêu so với thời gian đào tạo chuẩn của chương trình đào tạo?"}
{"pair_id": "d5_s0284_P1_v2", "cached_question": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa là bao nhiêu so với thời gian đào tạo chuẩn của chương trình đào tạo?", "cached_answer": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa không vượt quá 2,0 lần thời gian đào tạo chuẩn của chương trình đào tạo, tính từ ngày thi kết thúc học phần hoặc công nhận chứng chỉ.", "new_query": "Chứng chỉ giáo dục đại học còn giá trị trong thời gian nhiều nhất gấp mấy lần thời gian đào tạo chuẩn?"}
{"pair_id": "d5_s0284_P1_v3", "cached_question": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa là bao nhiêu so với thời gian đào tạo chuẩn của chương trình đào tạo?", "cached_answer": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa không vượt quá 2,0 lần thời gian đào tạo chuẩn của chương trình đào tạo, tính từ ngày thi kết thúc học phần hoặc công nhận chứng chỉ.", "new_query": "Giá trị của chứng chỉ giáo dục đại học kéo dài tối đa gấp bao nhiêu lần thời gian đào tạo chuẩn của chương trình đào tạo?"}
{"pair_id": "d5_s0284_P1_v4", "cached_question": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa là bao nhiêu so với thời gian đào tạo chuẩn của chương trình đào tạo?", "cached_answer": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa không vượt quá 2,0 lần thời gian đào tạo chuẩn của chương trình đào tạo, tính từ ngày thi kết thúc học phần hoặc công nhận chứng chỉ.", "new_query": "Mức trần thời hạn hiệu lực của chứng chỉ giáo dục đại học so với thời gian đào tạo chuẩn là bao nhiêu?"}
{"pair_id": "d5_s0284_P2_v1", "cached_question": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa là bao nhiêu so với thời gian đào tạo chuẩn của chương trình đào tạo?", "cached_answer": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa không vượt quá 2,0 lần thời gian đào tạo chuẩn của chương trình đào tạo, tính từ ngày thi kết thúc học phần hoặc công nhận chứng chỉ.", "new_query": "Cho tôi biết thời hạn giá trị tối đa của chứng chỉ giáo dục đại học được tính theo bội số nào của thời gian đào tạo chuẩn."}
{"pair_id": "d5_s0284_P2_v2", "cached_question": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa là bao nhiêu so với thời gian đào tạo chuẩn của chương trình đào tạo?", "cached_answer": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa không vượt quá 2,0 lần thời gian đào tạo chuẩn của chương trình đào tạo, tính từ ngày thi kết thúc học phần hoặc công nhận chứng chỉ.", "new_query": "So với thời gian đào tạo chuẩn của chương trình, chứng chỉ giáo dục đại học được công nhận tối đa trong bao lâu?"}
{"pair_id": "d5_s0284_P2_v3", "cached_question": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa là bao nhiêu so với thời gian đào tạo chuẩn của chương trình đào tạo?", "cached_answer": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa không vượt quá 2,0 lần thời gian đào tạo chuẩn của chương trình đào tạo, tính từ ngày thi kết thúc học phần hoặc công nhận chứng chỉ.", "new_query": "Thời gian đào tạo chuẩn của chương trình được nhân với hệ số nào để ra thời hạn giá trị tối đa của chứng chỉ giáo dục đại học?"}
{"pair_id": "d5_s0284_P2_v4", "cached_question": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa là bao nhiêu so với thời gian đào tạo chuẩn của chương trình đào tạo?", "cached_answer": "Chứng chỉ giáo dục đại học có thời hạn giá trị tối đa không vượt quá 2,0 lần thời gian đào tạo chuẩn của chương trình đào tạo, tính từ ngày thi kết thúc học phần hoặc công nhận chứng chỉ.", "new_query": "Hãy nêu quy định về thời hạn giá trị tối đa của chứng chỉ giáo dục đại học so với thời gian đào tạo chuẩn."}
{"pair_id": "d5_s0285_N1_v1", "cached_question": "Sinh viên cần xếp loại học lực gì để được xét công nhận tốt nghiệp?", "cached_answer": "Sinh viên phải tích lũy đủ số tín chỉ theo yêu cầu của chương trình đào tạo và được xếp loại học lực từ trung bình trở lên, ngoài các điều kiện khác về kỷ luật và hoàn thành chương trình.", "new_query": "Sinh viên được công nhận tốt nghiệp thì bằng tốt nghiệp được xếp loại theo tiêu chí nào?"}
{"pair_id": "d5_s0285_N2_v1", "cached_question": "Sinh viên cần xếp loại học lực gì để được xét công nhận tốt nghiệp?", "cached_answer": "Sinh viên phải tích lũy đủ số tín chỉ theo yêu cầu của chương trình đào tạo và được xếp loại học lực từ trung bình trở lên, ngoài các điều kiện khác về kỷ luật và hoàn thành chương trình.", "new_query": "Sinh viên học chương trình đào tạo thứ hai cần xếp loại học lực gì để được xét công nhận tốt nghiệp?"}
{"pair_id": "d5_s0285_N2_v2", "cached_question": "Sinh viên cần xếp loại học lực gì để được xét công nhận tốt nghiệp?", "cached_answer": "Sinh viên phải tích lũy đủ số tín chỉ theo yêu cầu của chương trình đào tạo và được xếp loại học lực từ trung bình trở lên, ngoài các điều kiện khác về kỷ luật và hoàn thành chương trình.", "new_query": "Sinh viên chương trình đào tạo tài năng cần xếp loại học lực gì để được xét công nhận tốt nghiệp?"}
{"pair_id": "d5_s0285_N4_v1", "cached_question": "Sinh viên cần xếp loại học lực gì để được xét công nhận tốt nghiệp?", "cached_answer": "Sinh viên phải tích lũy đủ số tín chỉ theo yêu cầu của chương trình đào tạo và được xếp loại học lực từ trung bình trở lên, ngoài các điều kiện khác về kỷ luật và hoàn thành chương trình.", "new_query": "Sinh viên xếp loại học lực nào thì chưa được công nhận tốt nghiệp?"}
{"pair_id": "d5_s0285_P1_v2", "cached_question": "Sinh viên cần xếp loại học lực gì để được xét công nhận tốt nghiệp?", "cached_answer": "Sinh viên phải tích lũy đủ số tín chỉ theo yêu cầu của chương trình đào tạo và được xếp loại học lực từ trung bình trở lên, ngoài các điều kiện khác về kỷ luật và hoàn thành chương trình.", "new_query": "Xếp loại học lực tối thiểu mà sinh viên phải có khi xét công nhận tốt nghiệp là gì?"}
{"pair_id": "d5_s0285_P1_v3", "cached_question": "Sinh viên cần xếp loại học lực gì để được xét công nhận tốt nghiệp?", "cached_answer": "Sinh viên phải tích lũy đủ số tín chỉ theo yêu cầu của chương trình đào tạo và được xếp loại học lực từ trung bình trở lên, ngoài các điều kiện khác về kỷ luật và hoàn thành chương trình.", "new_query": "Sinh viên phải được đánh giá học lực ở mức nào mới đủ điều kiện xét công nhận tốt nghiệp?"}
{"pair_id": "d5_s0285_P1_v4", "cached_question": "Sinh viên cần xếp loại học lực gì để được xét công nhận tốt nghiệp?", "cached_answer": "Sinh viên phải tích lũy đủ số tín chỉ theo yêu cầu của chương trình đào tạo và được xếp loại học lực từ trung bình trở lên, ngoài các điều kiện khác về kỷ luật và hoàn thành chương trình.", "new_query": "Học lực của sinh viên cần ở loại nào để được đưa vào diện xét công nhận tốt nghiệp?"}
{"pair_id": "d5_s0285_P2_v1", "cached_question": "Sinh viên cần xếp loại học lực gì để được xét công nhận tốt nghiệp?", "cached_answer": "Sinh viên phải tích lũy đủ số tín chỉ theo yêu cầu của chương trình đào tạo và được xếp loại học lực từ trung bình trở lên, ngoài các điều kiện khác về kỷ luật và hoàn thành chương trình.", "new_query": "Cho tôi biết yêu cầu về xếp loại học lực trong việc xét công nhận tốt nghiệp của sinh viên."}
{"pair_id": "d5_s0285_P2_v4", "cached_question": "Sinh viên cần xếp loại học lực gì để được xét công nhận tốt nghiệp?", "cached_answer": "Sinh viên phải tích lũy đủ số tín chỉ theo yêu cầu của chương trình đào tạo và được xếp loại học lực từ trung bình trở lên, ngoài các điều kiện khác về kỷ luật và hoàn thành chương trình.", "new_query": "Tôi muốn biết muốn được xét công nhận tốt nghiệp thì học lực của sinh viên phải xếp loại gì."}
{"pair_id": "d5_s0286_N2_v1", "cached_question": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng học phần học lại vượt bao nhiêu phần trăm khối lượng học tập chuẩn?", "cached_answer": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng các học phần phải học lại quá 10% khối lượng học tập chuẩn của chương trình đào tạo.", "new_query": "Đối với chương trình đào tạo liên thông, hạng tốt nghiệp giỏi bị giảm một mức khi khối lượng học lại quá bao nhiêu phần trăm?"}
{"pair_id": "d5_s0286_P1_v3", "cached_question": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng học phần học lại vượt bao nhiêu phần trăm khối lượng học tập chuẩn?", "cached_answer": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng các học phần phải học lại quá 10% khối lượng học tập chuẩn của chương trình đào tạo.", "new_query": "Khối lượng các học phần phải học lại chiếm quá bao nhiêu phần trăm khối lượng học tập chuẩn sẽ làm hạng tốt nghiệp giỏi hoặc xuất sắc giảm một bậc?"}
{"pair_id": "d5_s0286_P1_v4", "cached_question": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng học phần học lại vượt bao nhiêu phần trăm khối lượng học tập chuẩn?", "cached_answer": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng các học phần phải học lại quá 10% khối lượng học tập chuẩn của chương trình đào tạo.", "new_query": "Hạng tốt nghiệp giỏi hoặc xuất sắc bị tụt một mức nếu số tín chỉ học lại quá bao nhiêu phần trăm khối lượng học tập chuẩn của chương trình?"}
{"pair_id": "d5_s0286_P2_v1", "cached_question": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng học phần học lại vượt bao nhiêu phần trăm khối lượng học tập chuẩn?", "cached_answer": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng các học phần phải học lại quá 10% khối lượng học tập chuẩn của chương trình đào tạo.", "new_query": "Cho tôi biết ngưỡng phần trăm khối lượng học phần học lại làm hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức."}
{"pair_id": "d5_s0286_P2_v2", "cached_question": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng học phần học lại vượt bao nhiêu phần trăm khối lượng học tập chuẩn?", "cached_answer": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng các học phần phải học lại quá 10% khối lượng học tập chuẩn của chương trình đào tạo.", "new_query": "Sinh viên phải học lại quá bao nhiêu phần trăm khối lượng học tập chuẩn thì bị giảm một mức hạng tốt nghiệp xuất sắc hoặc giỏi?"}
{"pair_id": "d5_s0286_P2_v4", "cached_question": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng học phần học lại vượt bao nhiêu phần trăm khối lượng học tập chuẩn?", "cached_answer": "Hạng tốt nghiệp xuất sắc hoặc giỏi bị giảm một mức nếu khối lượng các học phần phải học lại quá 10% khối lượng học tập chuẩn của chương trình đào tạo.", "new_query": "Em xếp hạng tốt nghiệp giỏi, phải học lại quá bao nhiêu phần trăm khối lượng học tập chuẩn thì bị giảm một mức?"}
{"pair_id": "d5_s0287_N1_v1", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Sinh viên không tốt nghiệp bị xử lý học vụ như thế nào?"}
{"pair_id": "d5_s0287_N2_v2", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Sinh viên không tốt nghiệp chương trình thứ hai được cấp gì?"}
{"pair_id": "d5_s0287_N3_v1", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Học viên cao học không tốt nghiệp được cấp gì?"}
{"pair_id": "d5_s0287_N4_v1", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Sinh viên tốt nghiệp được cấp gì?"}
