You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0544
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0141_P3_v3", "cached_question": "What are the three resolution modes defined in the paper's generative model?", "cached_answer": "String-matching (str), precise-construct (prec), and attribute-matching (attr).", "new_query": "papers generative model has 3 resolution modes, wat r they"}
{"pair_id": "d2_s0144_P2_v1", "cached_question": "What improvement in MAP score did the RNN encoder approach achieve over an information retrieval-based approach on SemEval-2016?", "cached_answer": "A 10% improvement in MAP score.", "new_query": "On SemEval-2016, the RNN encoder approach beat an information retrieval-based approach by how much MAP?"}
{"pair_id": "d2_s0144_P2_v3", "cached_question": "What improvement in MAP score did the RNN encoder approach achieve over an information retrieval-based approach on SemEval-2016?", "cached_answer": "A 10% improvement in MAP score.", "new_query": "The improvement in MAP score of the RNN encoder over the IR-based approach on SemEval-2016 was what?"}
{"pair_id": "d2_s0144_P3_v1", "cached_question": "What improvement in MAP score did the RNN encoder approach achieve over an information retrieval-based approach on SemEval-2016?", "cached_answer": "A 10% improvement in MAP score.", "new_query": "how much MAP improvement did the RNN encoder get over IR based approach on semeval 2016?"}
{"pair_id": "d2_s0144_P3_v2", "cached_question": "What improvement in MAP score did the RNN encoder approach achieve over an information retrieval-based approach on SemEval-2016?", "cached_answer": "A 10% improvement in MAP score.", "new_query": "rnn encoder vs info retrieval approach on semeval-2016 — MAP improvemnt was how much?"}
{"pair_id": "d2_s0144_P3_v3", "cached_question": "What improvement in MAP score did the RNN encoder approach achieve over an information retrieval-based approach on SemEval-2016?", "cached_answer": "A 10% improvement in MAP score.", "new_query": "whats the map score improvment of the rnn encoder approach over the ir based one on semeval2016"}
{"pair_id": "d2_s0144_P3_v4", "cached_question": "What improvement in MAP score did the RNN encoder approach achieve over an information retrieval-based approach on SemEval-2016?", "cached_answer": "A 10% improvement in MAP score.", "new_query": "MAP gain, RNN encoder over IR approach, SemEval 2016 — how much??"}
{"pair_id": "d2_s0145_N2_v1", "cached_question": "What are the three tasks that cQA forum automation is divided into?", "cached_answer": "Question-comment relevance (Task A), question-question relevance (Task B), and question-external comment relevance (Task C).", "new_query": "Which subtasks does Task C of cQA forum automation break into?"}
{"pair_id": "d2_s0145_N3_v2", "cached_question": "What are the three tasks that cQA forum automation is divided into?", "cached_answer": "Question-comment relevance (Task A), question-question relevance (Task B), and question-external comment relevance (Task C).", "new_query": "What are the three tasks that cQA forum moderation is divided into?"}
{"pair_id": "d2_s0145_P1_v2", "cached_question": "What are the three tasks that cQA forum automation is divided into?", "cached_answer": "Question-comment relevance (Task A), question-question relevance (Task B), and question-external comment relevance (Task C).", "new_query": "What are the three subtasks that make up cQA forum automation?"}
{"pair_id": "d2_s0145_P1_v3", "cached_question": "What are the three tasks that cQA forum automation is divided into?", "cached_answer": "Question-comment relevance (Task A), question-question relevance (Task B), and question-external comment relevance (Task C).", "new_query": "cQA forum automation breaks down into which three tasks?"}
{"pair_id": "d2_s0145_P2_v2", "cached_question": "What are the three tasks that cQA forum automation is divided into?", "cached_answer": "Question-comment relevance (Task A), question-question relevance (Task B), and question-external comment relevance (Task C).", "new_query": "cQA forum automation is divided into three tasks — name them."}
{"pair_id": "d2_s0145_P2_v3", "cached_question": "What are the three tasks that cQA forum automation is divided into?", "cached_answer": "Question-comment relevance (Task A), question-question relevance (Task B), and question-external comment relevance (Task C).", "new_query": "I need the three-way task division used for cQA forum automation."}
{"pair_id": "d2_s0145_P3_v1", "cached_question": "What are the three tasks that cQA forum automation is divided into?", "cached_answer": "Question-comment relevance (Task A), question-question relevance (Task B), and question-external comment relevance (Task C).", "new_query": "wat r the 3 tasks cqa forum automation is divided into"}
{"pair_id": "d2_s0145_P3_v2", "cached_question": "What are the three tasks that cQA forum automation is divided into?", "cached_answer": "Question-comment relevance (Task A), question-question relevance (Task B), and question-external comment relevance (Task C).", "new_query": "cqa forum automation = 3 tasks, which ones??"}
{"pair_id": "d2_s0145_P3_v4", "cached_question": "What are the three tasks that cQA forum automation is divided into?", "cached_answer": "Question-comment relevance (Task A), question-question relevance (Task B), and question-external comment relevance (Task C).", "new_query": "cqa forum automation split into 3 tasks — which"}
{"pair_id": "d2_s0146_N3_v1", "cached_question": "Does the RNN encoder approach rely on linguistic processing tools?", "cached_answer": "No, it does not rely on any linguistic processing and can be applied to different languages or domains.", "new_query": "Does the CNN encoder approach rely on linguistic processing tools?"}
{"pair_id": "d2_s0146_N4_v1", "cached_question": "Does the RNN encoder approach rely on linguistic processing tools?", "cached_answer": "No, it does not rely on any linguistic processing and can be applied to different languages or domains.", "new_query": "Which approaches in the paper do rely on linguistic processing tools, unlike the RNN encoder?"}
{"pair_id": "d2_s0146_P1_v2", "cached_question": "Does the RNN encoder approach rely on linguistic processing tools?", "cached_answer": "No, it does not rely on any linguistic processing and can be applied to different languages or domains.", "new_query": "Does the RNN encoder method require any linguistic preprocessing tools?"}
{"pair_id": "d2_s0146_P1_v3", "cached_question": "Does the RNN encoder approach rely on linguistic processing tools?", "cached_answer": "No, it does not rely on any linguistic processing and can be applied to different languages or domains.", "new_query": "Does the RNN encoder need linguistic NLP tools in order to work?"}
{"pair_id": "d2_s0146_P1_v4", "cached_question": "Does the RNN encoder approach rely on linguistic processing tools?", "cached_answer": "No, it does not rely on any linguistic processing and can be applied to different languages or domains.", "new_query": "Is any linguistic processing tooling needed by the RNN encoder approach?"}
{"pair_id": "d2_s0146_P2_v1", "cached_question": "Does the RNN encoder approach rely on linguistic processing tools?", "cached_answer": "No, it does not rely on any linguistic processing and can be applied to different languages or domains.", "new_query": "Tell me whether linguistic processing tools are relied on by the RNN encoder approach."}
{"pair_id": "d2_s0146_P2_v3", "cached_question": "Does the RNN encoder approach rely on linguistic processing tools?", "cached_answer": "No, it does not rely on any linguistic processing and can be applied to different languages or domains.", "new_query": "Linguistic processing tools: are they a requirement for the RNN encoder approach?"}
{"pair_id": "d2_s0146_P2_v4", "cached_question": "Does the RNN encoder approach rely on linguistic processing tools?", "cached_answer": "No, it does not rely on any linguistic processing and can be applied to different languages or domains.", "new_query": "I'd like to know if the RNN encoder approach has any dependency on linguistic processing tools."}
{"pair_id": "d2_s0146_P3_v2", "cached_question": "Does the RNN encoder approach rely on linguistic processing tools?", "cached_answer": "No, it does not rely on any linguistic processing and can be applied to different languages or domains.", "new_query": "rnn encoder — does it need linguistc processing tools??"}
{"pair_id": "d2_s0146_P3_v4", "cached_question": "Does the RNN encoder approach rely on linguistic processing tools?", "cached_answer": "No, it does not rely on any linguistic processing and can be applied to different languages or domains.", "new_query": "rnn encoder relies on linguistic proccessing tools? y/n"}
{"pair_id": "d2_s0147_N1_v1", "cached_question": "How many multiplicative gates does an LSTM unit contain?", "cached_answer": "Three multiplicative gates, which control information flow together with a self-connected memory cell.", "new_query": "What are the names of the multiplicative gates in an LSTM unit?"}
{"pair_id": "d2_s0147_N2_v1", "cached_question": "How many multiplicative gates does an LSTM unit contain?", "cached_answer": "Three multiplicative gates, which control information flow together with a self-connected memory cell.", "new_query": "How many multiplicative gates of an LSTM unit act on the memory cell's input?"}
{"pair_id": "d2_s0147_N2_v2", "cached_question": "How many multiplicative gates does an LSTM unit contain?", "cached_answer": "Three multiplicative gates, which control information flow together with a self-connected memory cell.", "new_query": "How many multiplicative gates does a full LSTM layer contain?"}
{"pair_id": "d2_s0147_N4_v1", "cached_question": "How many multiplicative gates does an LSTM unit contain?", "cached_answer": "Three multiplicative gates, which control information flow together with a self-connected memory cell.", "new_query": "How many additive, rather than multiplicative, gates does an LSTM unit contain?"}
{"pair_id": "d2_s0147_N5_v4", "cached_question": "How many multiplicative gates does an LSTM unit contain?", "cached_answer": "Three multiplicative gates, which control information flow together with a self-connected memory cell.", "new_query": "Which multiplicative gate of an LSTM unit is applied last?"}
{"pair_id": "d2_s0147_N6_v2", "cached_question": "How many multiplicative gates does an LSTM unit contain?", "cached_answer": "Three multiplicative gates, which control information flow together with a self-connected memory cell.", "new_query": "What problem do the multiplicative gates of an LSTM unit solve?"}
{"pair_id": "d2_s0147_P1_v2", "cached_question": "How many multiplicative gates does an LSTM unit contain?", "cached_answer": "Three multiplicative gates, which control information flow together with a self-connected memory cell.", "new_query": "How many multiplicative gating units are there inside an LSTM cell?"}
{"pair_id": "d2_s0147_P2_v1", "cached_question": "How many multiplicative gates does an LSTM unit contain?", "cached_answer": "Three multiplicative gates, which control information flow together with a self-connected memory cell.", "new_query": "Tell me the number of multiplicative gates in an LSTM unit."}
{"pair_id": "d2_s0147_P2_v2", "cached_question": "How many multiplicative gates does an LSTM unit contain?", "cached_answer": "Three multiplicative gates, which control information flow together with a self-connected memory cell.", "new_query": "Multiplicative gates in an LSTM unit — how many are there?"}
{"pair_id": "d2_s0147_P3_v2", "cached_question": "How many multiplicative gates does an LSTM unit contain?", "cached_answer": "Three multiplicative gates, which control information flow together with a self-connected memory cell.", "new_query": "how many multiplicativ gates r in an LSTM unit"}
{"pair_id": "d2_s0147_P3_v3", "cached_question": "How many multiplicative gates does an LSTM unit contain?", "cached_answer": "Three multiplicative gates, which control information flow together with a self-connected memory cell.", "new_query": "num of multiplicative gates in lstm unit?"}
{"pair_id": "d2_s0150_N1_v1", "cached_question": "What algorithm does this paper propose for disambiguating PP attachment, and how much did it improve performance over the baseline on English-Hindi data?", "cached_answer": "The paper proposes a Dual Decomposition based algorithm that enforces agreement between English and Hindi parse trees as a constraint. On the English-Hindi language pair, it improved performance by 10% over the baseline, which was the attachment predicted by the MSTParser model trained for English.", "new_query": "What evaluation data was used to test the PP attachment disambiguation algorithm on English-Hindi?"}
{"pair_id": "d2_s0150_N2_v1", "cached_question": "What algorithm does this paper propose for disambiguating PP attachment, and how much did it improve performance over the baseline on English-Hindi data?", "cached_answer": "The paper proposes a Dual Decomposition based algorithm that enforces agreement between English and Hindi parse trees as a constraint. On the English-Hindi language pair, it improved performance by 10% over the baseline, which was the attachment predicted by the MSTParser model trained for English.", "new_query": "What algorithm does this paper propose for disambiguating PP attachment, and how much did it improve performance on English-Hindi noun-attachment cases only?"}
{"pair_id": "d2_s0150_N2_v2", "cached_question": "What algorithm does this paper propose for disambiguating PP attachment, and how much did it improve performance over the baseline on English-Hindi data?", "cached_answer": "The paper proposes a Dual Decomposition based algorithm that enforces agreement between English and Hindi parse trees as a constraint. On the English-Hindi language pair, it improved performance by 10% over the baseline, which was the attachment predicted by the MSTParser model trained for English.", "new_query": "What algorithm does this paper propose for disambiguating PP attachment, and how much did it improve performance over the baseline across all language pairs studied?"}
