You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0869
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d5_s0297_N4_v1", "cached_question": "Đào tạo liên thông để cấp văn bằng trình độ đại học không áp dụng cho những ngành nào?", "cached_answer": "Đào tạo liên thông không áp dụng đối với đào tạo các ngành Y khoa và Răng Hàm Mặt.", "new_query": "Đào tạo liên thông để cấp văn bằng trình độ đại học được áp dụng đối với những ngành nào?"}
{"pair_id": "d5_s0298_N3_v1", "cached_question": "Cơ sở đào tạo phải tuyển sinh tối thiểu bao nhiêu khóa để được tổ chức đào tạo liên thông cho một chương trình, ngành đào tạo?", "cached_answer": "Cơ sở đào tạo phải đã tuyển sinh được tối thiểu 03 khóa theo chương trình, ngành đào tạo và hình thức đào tạo mà sinh viên lựa chọn.", "new_query": "Cơ sở đào tạo phải tuyển sinh tối thiểu bao nhiêu khóa để được tổ chức đào tạo văn bằng thứ hai cho một ngành?"}
{"pair_id": "d5_s0298_N3_v2", "cached_question": "Cơ sở đào tạo phải tuyển sinh tối thiểu bao nhiêu khóa để được tổ chức đào tạo liên thông cho một chương trình, ngành đào tạo?", "cached_answer": "Cơ sở đào tạo phải đã tuyển sinh được tối thiểu 03 khóa theo chương trình, ngành đào tạo và hình thức đào tạo mà sinh viên lựa chọn.", "new_query": "Cơ sở đào tạo phải tuyển sinh tối thiểu bao nhiêu khóa để được tổ chức liên kết đào tạo với nước ngoài cho một ngành?"}
{"pair_id": "d5_s0298_N4_v2", "cached_question": "Cơ sở đào tạo phải tuyển sinh tối thiểu bao nhiêu khóa để được tổ chức đào tạo liên thông cho một chương trình, ngành đào tạo?", "cached_answer": "Cơ sở đào tạo phải đã tuyển sinh được tối thiểu 03 khóa theo chương trình, ngành đào tạo và hình thức đào tạo mà sinh viên lựa chọn.", "new_query": "Cơ sở đào tạo chưa tuyển sinh đủ 03 khóa thì có được tổ chức đào tạo liên thông không?"}
{"pair_id": "d5_s0298_N5_v1", "cached_question": "Cơ sở đào tạo phải tuyển sinh tối thiểu bao nhiêu khóa để được tổ chức đào tạo liên thông cho một chương trình, ngành đào tạo?", "cached_answer": "Cơ sở đào tạo phải đã tuyển sinh được tối thiểu 03 khóa theo chương trình, ngành đào tạo và hình thức đào tạo mà sinh viên lựa chọn.", "new_query": "Cơ sở đào tạo được tuyển sinh tối đa bao nhiêu khóa liên thông cho một chương trình, ngành đào tạo?"}
{"pair_id": "d5_s0298_N5_v2", "cached_question": "Cơ sở đào tạo phải tuyển sinh tối thiểu bao nhiêu khóa để được tổ chức đào tạo liên thông cho một chương trình, ngành đào tạo?", "cached_answer": "Cơ sở đào tạo phải đã tuyển sinh được tối thiểu 03 khóa theo chương trình, ngành đào tạo và hình thức đào tạo mà sinh viên lựa chọn.", "new_query": "Số khóa nhiều nhất mà cơ sở đào tạo phải tuyển sinh trước khi mở đào tạo liên thông là bao nhiêu?"}
{"pair_id": "d5_s0298_P2_v1", "cached_question": "Cơ sở đào tạo phải tuyển sinh tối thiểu bao nhiêu khóa để được tổ chức đào tạo liên thông cho một chương trình, ngành đào tạo?", "cached_answer": "Cơ sở đào tạo phải đã tuyển sinh được tối thiểu 03 khóa theo chương trình, ngành đào tạo và hình thức đào tạo mà sinh viên lựa chọn.", "new_query": "Cho tôi biết số khóa tuyển sinh tối thiểu để một cơ sở đào tạo được tổ chức đào tạo liên thông cho một ngành."}
{"pair_id": "d5_s0298_P2_v2", "cached_question": "Cơ sở đào tạo phải tuyển sinh tối thiểu bao nhiêu khóa để được tổ chức đào tạo liên thông cho một chương trình, ngành đào tạo?", "cached_answer": "Cơ sở đào tạo phải đã tuyển sinh được tối thiểu 03 khóa theo chương trình, ngành đào tạo và hình thức đào tạo mà sinh viên lựa chọn.", "new_query": "Điều kiện về số khóa đã tuyển sinh được quy định thế nào đối với việc tổ chức đào tạo liên thông một ngành?"}
{"pair_id": "d5_s0298_P2_v4", "cached_question": "Cơ sở đào tạo phải tuyển sinh tối thiểu bao nhiêu khóa để được tổ chức đào tạo liên thông cho một chương trình, ngành đào tạo?", "cached_answer": "Cơ sở đào tạo phải đã tuyển sinh được tối thiểu 03 khóa theo chương trình, ngành đào tạo và hình thức đào tạo mà sinh viên lựa chọn.", "new_query": "Trường em muốn tổ chức đào tạo liên thông cho một ngành thì phải đã tuyển sinh tối thiểu mấy khóa?"}
{"pair_id": "d5_s0299_N2_v1", "cached_question": "Những hành vi nào được xem là gian lận nghiêm trọng có liên quan đến công nghệ trong quy chế đào tạo đại học?", "cached_answer": "Bao gồm nhờ người khác thi hộ hoặc đi thi hộ cho người khác, sử dụng trái phép trí tuệ nhân tạo (AI) hoặc công cụ số để gian lận, mua hoặc bán bài tập/đồ án/khóa luận tốt nghiệp, và can thiệp trái phép vào LMS hoặc hệ thống điểm.", "new_query": "Những hành vi nào được xem là gian lận nghiêm trọng khi sử dụng trí tuệ nhân tạo trong quy chế đào tạo đại học?"}
{"pair_id": "d5_s0299_N2_v2", "cached_question": "Những hành vi nào được xem là gian lận nghiêm trọng có liên quan đến công nghệ trong quy chế đào tạo đại học?", "cached_answer": "Bao gồm nhờ người khác thi hộ hoặc đi thi hộ cho người khác, sử dụng trái phép trí tuệ nhân tạo (AI) hoặc công cụ số để gian lận, mua hoặc bán bài tập/đồ án/khóa luận tốt nghiệp, và can thiệp trái phép vào LMS hoặc hệ thống điểm.", "new_query": "Những hành vi nào được xem là gian lận nghiêm trọng liên quan đến công nghệ khi làm khóa luận tốt nghiệp?"}
{"pair_id": "d5_s0299_N3_v2", "cached_question": "Những hành vi nào được xem là gian lận nghiêm trọng có liên quan đến công nghệ trong quy chế đào tạo đại học?", "cached_answer": "Bao gồm nhờ người khác thi hộ hoặc đi thi hộ cho người khác, sử dụng trái phép trí tuệ nhân tạo (AI) hoặc công cụ số để gian lận, mua hoặc bán bài tập/đồ án/khóa luận tốt nghiệp, và can thiệp trái phép vào LMS hoặc hệ thống điểm.", "new_query": "Những hành vi nào được xem là gian lận nghiêm trọng có liên quan đến công nghệ trong quy chế thi tốt nghiệp trung học phổ thông?"}
{"pair_id": "d5_s0299_N4_v1", "cached_question": "Những hành vi nào được xem là gian lận nghiêm trọng có liên quan đến công nghệ trong quy chế đào tạo đại học?", "cached_answer": "Bao gồm nhờ người khác thi hộ hoặc đi thi hộ cho người khác, sử dụng trái phép trí tuệ nhân tạo (AI) hoặc công cụ số để gian lận, mua hoặc bán bài tập/đồ án/khóa luận tốt nghiệp, và can thiệp trái phép vào LMS hoặc hệ thống điểm.", "new_query": "Những hành vi nào liên quan đến công nghệ chỉ bị xem là gian lận ở mức không nghiêm trọng trong quy chế đào tạo đại học?"}
{"pair_id": "d5_s0299_P1_v2", "cached_question": "Những hành vi nào được xem là gian lận nghiêm trọng có liên quan đến công nghệ trong quy chế đào tạo đại học?", "cached_answer": "Bao gồm nhờ người khác thi hộ hoặc đi thi hộ cho người khác, sử dụng trái phép trí tuệ nhân tạo (AI) hoặc công cụ số để gian lận, mua hoặc bán bài tập/đồ án/khóa luận tốt nghiệp, và can thiệp trái phép vào LMS hoặc hệ thống điểm.", "new_query": "Quy chế đào tạo đại học coi những vi phạm công nghệ nào là gian lận nghiêm trọng?"}
{"pair_id": "d5_s0299_P2_v1", "cached_question": "Những hành vi nào được xem là gian lận nghiêm trọng có liên quan đến công nghệ trong quy chế đào tạo đại học?", "cached_answer": "Bao gồm nhờ người khác thi hộ hoặc đi thi hộ cho người khác, sử dụng trái phép trí tuệ nhân tạo (AI) hoặc công cụ số để gian lận, mua hoặc bán bài tập/đồ án/khóa luận tốt nghiệp, và can thiệp trái phép vào LMS hoặc hệ thống điểm.", "new_query": "Hãy liệt kê các hành vi gian lận nghiêm trọng liên quan đến công nghệ trong quy chế đào tạo đại học."}
{"pair_id": "d5_s0299_P2_v2", "cached_question": "Những hành vi nào được xem là gian lận nghiêm trọng có liên quan đến công nghệ trong quy chế đào tạo đại học?", "cached_answer": "Bao gồm nhờ người khác thi hộ hoặc đi thi hộ cho người khác, sử dụng trái phép trí tuệ nhân tạo (AI) hoặc công cụ số để gian lận, mua hoặc bán bài tập/đồ án/khóa luận tốt nghiệp, và can thiệp trái phép vào LMS hoặc hệ thống điểm.", "new_query": "Gian lận nghiêm trọng liên quan đến công nghệ được quy chế đào tạo đại học xác định bởi những hành vi nào?"}
{"pair_id": "d5_s0299_P2_v3", "cached_question": "Những hành vi nào được xem là gian lận nghiêm trọng có liên quan đến công nghệ trong quy chế đào tạo đại học?", "cached_answer": "Bao gồm nhờ người khác thi hộ hoặc đi thi hộ cho người khác, sử dụng trái phép trí tuệ nhân tạo (AI) hoặc công cụ số để gian lận, mua hoặc bán bài tập/đồ án/khóa luận tốt nghiệp, và can thiệp trái phép vào LMS hoặc hệ thống điểm.", "new_query": "Tôi muốn biết quy chế đào tạo đại học xếp những hành vi công nghệ nào vào nhóm gian lận nghiêm trọng."}
{"pair_id": "d5_s0300_N2_v2", "cached_question": "Khi nào cơ sở đào tạo thực hiện đối soát dữ liệu văn bằng, chứng chỉ đầu vào của sinh viên với Cơ sở dữ liệu chuyên ngành về giáo dục đại học?", "cached_answer": "Cơ sở đào tạo thực hiện việc đối soát này ngay khi sinh viên nhập học, đối với nhóm hành vi sử dụng hồ sơ, văn bằng, chứng chỉ giả.", "new_query": "Khi nào cơ sở đào tạo đối soát toàn bộ hồ sơ nhập học của sinh viên với Cơ sở dữ liệu chuyên ngành về giáo dục đại học?"}
{"pair_id": "d5_s0300_N4_v1", "cached_question": "Khi nào cơ sở đào tạo thực hiện đối soát dữ liệu văn bằng, chứng chỉ đầu vào của sinh viên với Cơ sở dữ liệu chuyên ngành về giáo dục đại học?", "cached_answer": "Cơ sở đào tạo thực hiện việc đối soát này ngay khi sinh viên nhập học, đối với nhóm hành vi sử dụng hồ sơ, văn bằng, chứng chỉ giả.", "new_query": "Trường hợp nào cơ sở đào tạo không phải đối soát dữ liệu văn bằng, chứng chỉ đầu vào của sinh viên với Cơ sở dữ liệu chuyên ngành về giáo dục đại học?"}
{"pair_id": "d5_s0300_N4_v2", "cached_question": "Khi nào cơ sở đào tạo thực hiện đối soát dữ liệu văn bằng, chứng chỉ đầu vào của sinh viên với Cơ sở dữ liệu chuyên ngành về giáo dục đại học?", "cached_answer": "Cơ sở đào tạo thực hiện việc đối soát này ngay khi sinh viên nhập học, đối với nhóm hành vi sử dụng hồ sơ, văn bằng, chứng chỉ giả.", "new_query": "Khi nào cơ sở đào tạo ngừng đối soát dữ liệu văn bằng, chứng chỉ đầu vào của sinh viên với Cơ sở dữ liệu chuyên ngành về giáo dục đại học?"}
{"pair_id": "d5_s0300_N5_v1", "cached_question": "Khi nào cơ sở đào tạo thực hiện đối soát dữ liệu văn bằng, chứng chỉ đầu vào của sinh viên với Cơ sở dữ liệu chuyên ngành về giáo dục đại học?", "cached_answer": "Cơ sở đào tạo thực hiện việc đối soát này ngay khi sinh viên nhập học, đối với nhóm hành vi sử dụng hồ sơ, văn bằng, chứng chỉ giả.", "new_query": "Cơ sở đào tạo phải hoàn thành đối soát dữ liệu văn bằng, chứng chỉ đầu vào của sinh viên chậm nhất vào thời điểm nào?"}
{"pair_id": "d5_s0300_N5_v2", "cached_question": "Khi nào cơ sở đào tạo thực hiện đối soát dữ liệu văn bằng, chứng chỉ đầu vào của sinh viên với Cơ sở dữ liệu chuyên ngành về giáo dục đại học?", "cached_answer": "Cơ sở đào tạo thực hiện việc đối soát này ngay khi sinh viên nhập học, đối với nhóm hành vi sử dụng hồ sơ, văn bằng, chứng chỉ giả.", "new_query": "Cơ sở đào tạo phải đối soát dữ liệu văn bằng, chứng chỉ đầu vào của sinh viên ít nhất mấy lần trong khóa học?"}
{"pair_id": "d5_s0300_P2_v1", "cached_question": "Khi nào cơ sở đào tạo thực hiện đối soát dữ liệu văn bằng, chứng chỉ đầu vào của sinh viên với Cơ sở dữ liệu chuyên ngành về giáo dục đại học?", "cached_answer": "Cơ sở đào tạo thực hiện việc đối soát này ngay khi sinh viên nhập học, đối với nhóm hành vi sử dụng hồ sơ, văn bằng, chứng chỉ giả.", "new_query": "Cho tôi biết thời điểm cơ sở đào tạo phải đối soát dữ liệu văn bằng, chứng chỉ đầu vào của sinh viên với Cơ sở dữ liệu chuyên ngành về giáo dục đại học."}
{"pair_id": "d5_s0301_N1_v2", "cached_question": "Điều kiện nào để sinh viên được cấp bằng cùng lúc trình độ đại học và trình độ thạc sĩ?", "cached_answer": "Sinh viên được cấp bằng cùng lúc cả hai trình độ khi đáp ứng chuẩn đầu ra và yêu cầu cần đạt của từng giai đoạn và toàn bộ quá trình đào tạo.", "new_query": "Ai có thẩm quyền cấp bằng cùng lúc trình độ đại học và trình độ thạc sĩ?"}
{"pair_id": "d5_s0301_N2_v1", "cached_question": "Điều kiện nào để sinh viên được cấp bằng cùng lúc trình độ đại học và trình độ thạc sĩ?", "cached_answer": "Sinh viên được cấp bằng cùng lúc cả hai trình độ khi đáp ứng chuẩn đầu ra và yêu cầu cần đạt của từng giai đoạn và toàn bộ quá trình đào tạo.", "new_query": "Điều kiện nào để sinh viên lĩnh vực sức khỏe được cấp bằng cùng lúc trình độ đại học và trình độ thạc sĩ?"}
{"pair_id": "d5_s0301_N4_v1", "cached_question": "Điều kiện nào để sinh viên được cấp bằng cùng lúc trình độ đại học và trình độ thạc sĩ?", "cached_answer": "Sinh viên được cấp bằng cùng lúc cả hai trình độ khi đáp ứng chuẩn đầu ra và yêu cầu cần đạt của từng giai đoạn và toàn bộ quá trình đào tạo.", "new_query": "Trường hợp nào sinh viên không được cấp bằng cùng lúc trình độ đại học và trình độ thạc sĩ?"}
{"pair_id": "d5_s0301_N4_v3", "cached_question": "Điều kiện nào để sinh viên được cấp bằng cùng lúc trình độ đại học và trình độ thạc sĩ?", "cached_answer": "Sinh viên được cấp bằng cùng lúc cả hai trình độ khi đáp ứng chuẩn đầu ra và yêu cầu cần đạt của từng giai đoạn và toàn bộ quá trình đào tạo.", "new_query": "Điều kiện nào để sinh viên chỉ được cấp bằng trình độ đại học mà không được cấp bằng thạc sĩ?"}
{"pair_id": "d5_s0301_P1_v2", "cached_question": "Điều kiện nào để sinh viên được cấp bằng cùng lúc trình độ đại học và trình độ thạc sĩ?", "cached_answer": "Sinh viên được cấp bằng cùng lúc cả hai trình độ khi đáp ứng chuẩn đầu ra và yêu cầu cần đạt của từng giai đoạn và toàn bộ quá trình đào tạo.", "new_query": "Để nhận cùng lúc bằng cử nhân và bằng thạc sĩ, sinh viên phải thỏa mãn điều kiện nào?"}
{"pair_id": "d5_s0301_P1_v4", "cached_question": "Điều kiện nào để sinh viên được cấp bằng cùng lúc trình độ đại học và trình độ thạc sĩ?", "cached_answer": "Sinh viên được cấp bằng cùng lúc cả hai trình độ khi đáp ứng chuẩn đầu ra và yêu cầu cần đạt của từng giai đoạn và toàn bộ quá trình đào tạo.", "new_query": "Sinh viên được cấp một lúc hai bằng đại học và thạc sĩ khi đáp ứng những gì?"}
{"pair_id": "d5_s0301_P2_v2", "cached_question": "Điều kiện nào để sinh viên được cấp bằng cùng lúc trình độ đại học và trình độ thạc sĩ?", "cached_answer": "Sinh viên được cấp bằng cùng lúc cả hai trình độ khi đáp ứng chuẩn đầu ra và yêu cầu cần đạt của từng giai đoạn và toàn bộ quá trình đào tạo.", "new_query": "Cho tôi biết các điều kiện để một sinh viên được cấp đồng thời bằng đại học và bằng thạc sĩ."}
{"pair_id": "d5_s0301_P2_v3", "cached_question": "Điều kiện nào để sinh viên được cấp bằng cùng lúc trình độ đại học và trình độ thạc sĩ?", "cached_answer": "Sinh viên được cấp bằng cùng lúc cả hai trình độ khi đáp ứng chuẩn đầu ra và yêu cầu cần đạt của từng giai đoạn và toàn bộ quá trình đào tạo.", "new_query": "Khi nào thì cơ sở đào tạo cấp cùng lúc bằng đại học và bằng thạc sĩ cho sinh viên?"}
{"pair_id": "d5_s0302_N2_v1", "cached_question": "Theo Thông tư 56/2026/TT-BGDĐT, Quy chế này áp dụng cho khóa tuyển sinh năm nào và bắt đầu tổ chức đào tạo từ năm học nào?", "cached_answer": "Áp dụng đối với khóa tuyển sinh năm 2026, và bắt đầu tổ chức đào tạo từ năm học 2026-2027 trở đi.", "new_query": "Thông tư 56/2026/TT-BGDĐT áp dụng cho khóa tuyển sinh hệ vừa làm vừa học từ năm học nào?"}
{"pair_id": "d5_s0302_N2_v2", "cached_question": "Theo Thông tư 56/2026/TT-BGDĐT, Quy chế này áp dụng cho khóa tuyển sinh năm nào và bắt đầu tổ chức đào tạo từ năm học nào?", "cached_answer": "Áp dụng đối với khóa tuyển sinh năm 2026, và bắt đầu tổ chức đào tạo từ năm học 2026-2027 trở đi.", "new_query": "Quy chế theo Thông tư 56/2026/TT-BGDĐT áp dụng cho khóa tuyển sinh của chương trình liên kết với nước ngoài từ năm học nào?"}
{"pair_id": "d5_s0302_P1_v3", "cached_question": "Theo Thông tư 56/2026/TT-BGDĐT, Quy chế này áp dụng cho khóa tuyển sinh năm nào và bắt đầu tổ chức đào tạo từ năm học nào?", "cached_answer": "Áp dụng đối với khóa tuyển sinh năm 2026, và bắt đầu tổ chức đào tạo từ năm học 2026-2027 trở đi.", "new_query": "Khóa tuyển sinh năm nào chịu sự điều chỉnh của Quy chế theo Thông tư 56/2026/TT-BGDĐT, và việc đào tạo bắt đầu từ năm học nào?"}
{"pair_id": "d5_s0302_P1_v4", "cached_question": "Theo Thông tư 56/2026/TT-BGDĐT, Quy chế này áp dụng cho khóa tuyển sinh năm nào và bắt đầu tổ chức đào tạo từ năm học nào?", "cached_answer": "Áp dụng đối với khóa tuyển sinh năm 2026, và bắt đầu tổ chức đào tạo từ năm học 2026-2027 trở đi.", "new_query": "Theo Thông tư 56/2026/TT-BGDĐT, Quy chế áp dụng từ khóa tuyển sinh nào và từ năm học nào trở đi?"}
{"pair_id": "d5_s0302_P2_v1", "cached_question": "Theo Thông tư 56/2026/TT-BGDĐT, Quy chế này áp dụng cho khóa tuyển sinh năm nào và bắt đầu tổ chức đào tạo từ năm học nào?", "cached_answer": "Áp dụng đối với khóa tuyển sinh năm 2026, và bắt đầu tổ chức đào tạo từ năm học 2026-2027 trở đi.", "new_query": "Cho tôi biết khóa tuyển sinh và năm học bắt đầu tổ chức đào tạo mà Quy chế kèm Thông tư 56/2026/TT-BGDĐT được áp dụng."}
{"pair_id": "d5_s0302_P3_v2", "cached_question": "Theo Thông tư 56/2026/TT-BGDĐT, Quy chế này áp dụng cho khóa tuyển sinh năm nào và bắt đầu tổ chức đào tạo từ năm học nào?", "cached_answer": "Áp dụng đối với khóa tuyển sinh năm 2026, và bắt đầu tổ chức đào tạo từ năm học 2026-2027 trở đi.", "new_query": "quy chế TT 56/2026/TT-BGDĐT áp dụng khóa ts năm nào, học từ năm học nào ạ?"}
{"pair_id": "d5_s0303_N1_v1", "cached_question": "Cơ sở đào tạo phải công khai thông tin trên trang thông tin điện tử chậm nhất bao nhiêu ngày trước khi tổ chức đào tạo?", "cached_answer": "Chậm nhất 45 ngày trước khi tổ chức đào tạo.", "new_query": "Cơ sở đào tạo phải công khai những nội dung thông tin nào trên trang thông tin điện tử trước khi tổ chức đào tạo?"}
{"pair_id": "d5_s0303_N1_v2", "cached_question": "Cơ sở đào tạo phải công khai thông tin trên trang thông tin điện tử chậm nhất bao nhiêu ngày trước khi tổ chức đào tạo?", "cached_answer": "Chậm nhất 45 ngày trước khi tổ chức đào tạo.", "new_query": "Cơ sở đào tạo phải lưu giữ thông tin đã công khai trên trang thông tin điện tử trong bao lâu?"}
{"pair_id": "d5_s0303_N2_v1", "cached_question": "Cơ sở đào tạo phải công khai thông tin trên trang thông tin điện tử chậm nhất bao nhiêu ngày trước khi tổ chức đào tạo?", "cached_answer": "Chậm nhất 45 ngày trước khi tổ chức đào tạo.", "new_query": "Cơ sở đào tạo phải công khai đề án tuyển sinh trên trang thông tin điện tử chậm nhất bao nhiêu ngày trước khi tổ chức đào tạo?"}
