You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0681
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d3_s0506_N2_v2", "cached_question": "In what year was Create React App originally released?", "cached_answer": "Create React App was released in 2016.", "new_query": "In what years were Create React App and its successor toolchains released?"}
{"pair_id": "d3_s0507_P2_v1", "cached_question": "Why did the React team decide to deprecate Create React App rather than evolve it into a framework?", "cached_answer": "Because Create React App currently has no active maintainers, and many existing frameworks already solve the problems it would need to evolve to address.", "new_query": "Explain the React team's rationale for deprecating Create React App rather than evolving it into a framework."}
{"pair_id": "d3_s0507_P2_v2", "cached_question": "Why did the React team decide to deprecate Create React App rather than evolve it into a framework?", "cached_answer": "Because Create React App currently has no active maintainers, and many existing frameworks already solve the problems it would need to evolve to address.", "new_query": "Create React App was deprecated rather than evolved into a framework — what drove that decision?"}
{"pair_id": "d3_s0507_P2_v3", "cached_question": "Why did the React team decide to deprecate Create React App rather than evolve it into a framework?", "cached_answer": "Because Create React App currently has no active maintainers, and many existing frameworks already solve the problems it would need to evolve to address.", "new_query": "I'd like to understand why evolving Create React App into a framework wasn't chosen over deprecation."}
{"pair_id": "d3_s0507_P2_v4", "cached_question": "Why did the React team decide to deprecate Create React App rather than evolve it into a framework?", "cached_answer": "Because Create React App currently has no active maintainers, and many existing frameworks already solve the problems it would need to evolve to address.", "new_query": "Give me the reasons behind the React team's deprecation of Create React App instead of a framework evolution."}
{"pair_id": "d3_s0507_P3_v2", "cached_question": "Why did the React team decide to deprecate Create React App rather than evolve it into a framework?", "cached_answer": "Because Create React App currently has no active maintainers, and many existing frameworks already solve the problems it would need to evolve to address.", "new_query": "why deprecate create react app rather than evolve it into a framework?? just curious"}
{"pair_id": "d3_s0511_N1_v1", "cached_question": "Who wrote the April 2025 React Labs post about View Transitions and Activity, and when was it published?", "cached_answer": "It was written by Ricky Hanlon and published on April 23, 2025.", "new_query": "What does the April 2025 React Labs post say View Transitions are used for?"}
{"pair_id": "d3_s0511_N3_v1", "cached_question": "Who wrote the April 2025 React Labs post about View Transitions and Activity, and when was it published?", "cached_answer": "It was written by Ricky Hanlon and published on April 23, 2025.", "new_query": "Who wrote the February 2024 React Labs post about View Transitions and Activity, and when was it published?"}
{"pair_id": "d3_s0511_N3_v2", "cached_question": "Who wrote the April 2025 React Labs post about View Transitions and Activity, and when was it published?", "cached_answer": "It was written by Ricky Hanlon and published on April 23, 2025.", "new_query": "Who wrote the April 2025 React Labs post about View Transitions and Suspense, and when was it published?"}
{"pair_id": "d3_s0511_N4_v2", "cached_question": "Who wrote the April 2025 React Labs post about View Transitions and Activity, and when was it published?", "cached_answer": "It was written by Ricky Hanlon and published on April 23, 2025.", "new_query": "When was the April 2025 React Labs post on View Transitions and Activity removed from the blog?"}
{"pair_id": "d3_s0511_N5_v1", "cached_question": "Who wrote the April 2025 React Labs post about View Transitions and Activity, and when was it published?", "cached_answer": "It was written by Ricky Hanlon and published on April 23, 2025.", "new_query": "When was the April 2025 React Labs post on View Transitions and Activity last updated?"}
{"pair_id": "d3_s0511_N5_v2", "cached_question": "Who wrote the April 2025 React Labs post about View Transitions and Activity, and when was it published?", "cached_answer": "It was written by Ricky Hanlon and published on April 23, 2025.", "new_query": "Which React Labs post about View Transitions is the most recent, and who wrote it?"}
{"pair_id": "d3_s0511_P2_v1", "cached_question": "Who wrote the April 2025 React Labs post about View Transitions and Activity, and when was it published?", "cached_answer": "It was written by Ricky Hanlon and published on April 23, 2025.", "new_query": "I need the author and publication date of the April 2025 React Labs post on View Transitions and Activity."}
{"pair_id": "d3_s0511_P2_v3", "cached_question": "Who wrote the April 2025 React Labs post about View Transitions and Activity, and when was it published?", "cached_answer": "It was written by Ricky Hanlon and published on April 23, 2025.", "new_query": "Tell me who wrote the React Labs View Transitions and Activity post from April 2025 and when it came out."}
{"pair_id": "d3_s0511_P3_v1", "cached_question": "Who wrote the April 2025 React Labs post about View Transitions and Activity, and when was it published?", "cached_answer": "It was written by Ricky Hanlon and published on April 23, 2025.", "new_query": "who wrote the april 2025 react labs post abt view transitions n activity, and when was it publishd?"}
{"pair_id": "d3_s0511_P3_v2", "cached_question": "Who wrote the April 2025 React Labs post about View Transitions and Activity, and when was it published?", "cached_answer": "It was written by Ricky Hanlon and published on April 23, 2025.", "new_query": "react labs apr 2025 (view transitions + activity) author + date??"}
{"pair_id": "d3_s0512_N2_v1", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "Which new experimental React Native feature was announced as ready to try in this React Labs post?"}
{"pair_id": "d3_s0512_N2_v2", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "Which experimental React features, ready or still in progress, does this React Labs post cover?"}
{"pair_id": "d3_s0512_N3_v2", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "Which two new experimental React features were announced as ready to try at React Conf?"}
{"pair_id": "d3_s0512_N4_v1", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "Which new experimental React features in this React Labs post are not yet ready to try?"}
{"pair_id": "d3_s0512_N6_v2", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "What feedback does the React team want from people trying these two React Labs features?"}
{"pair_id": "d3_s0512_P1_v2", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "In this React Labs update, what two experimental features were declared ready for people to try?"}
{"pair_id": "d3_s0512_P1_v3", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "What are the two experimental React features this React Labs post says you can now try out?"}
{"pair_id": "d3_s0512_P1_v4", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "This React Labs post announced two experimental features as ready for trying — which ones?"}
{"pair_id": "d3_s0512_P2_v3", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "I want the two experimental React features that this React Labs post says are ready to try."}
{"pair_id": "d3_s0512_P2_v4", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "From this React Labs post, list the pair of new experimental features ready for trying."}
{"pair_id": "d3_s0512_P3_v1", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "which 2 new experimntal react features r ready to try in this react labs post?"}
{"pair_id": "d3_s0512_P3_v3", "cached_question": "Which two new experimental React features were announced as ready to try in this React Labs post?", "cached_answer": "View Transitions and Activity.", "new_query": "whats the 2 new exprimental react features announced ready to try here"}
{"pair_id": "d3_s0513_N3_v1", "cached_question": "Which React release channel did the Activity component ship in, and where are ViewTransition and addTransitionType available?", "cached_answer": "Activity shipped in react@19.2, while ViewTransition and addTransitionType are available in react@canary.", "new_query": "Which React release channel did the Offscreen component ship in, and where are ViewTransition and addTransitionType available?"}
{"pair_id": "d3_s0513_N4_v2", "cached_question": "Which React release channel did the Activity component ship in, and where are ViewTransition and addTransitionType available?", "cached_answer": "Activity shipped in react@19.2, while ViewTransition and addTransitionType are available in react@canary.", "new_query": "Which React release channel does not include ViewTransition or addTransitionType?"}
{"pair_id": "d3_s0513_P1_v2", "cached_question": "Which React release channel did the Activity component ship in, and where are ViewTransition and addTransitionType available?", "cached_answer": "Activity shipped in react@19.2, while ViewTransition and addTransitionType are available in react@canary.", "new_query": "Which React channel shipped Activity, and in which channel do ViewTransition and addTransitionType live?"}
{"pair_id": "d3_s0513_P1_v3", "cached_question": "Which React release channel did the Activity component ship in, and where are ViewTransition and addTransitionType available?", "cached_answer": "Activity shipped in react@19.2, while ViewTransition and addTransitionType are available in react@canary.", "new_query": "Where did the Activity component land release-wise, and where are ViewTransition and addTransitionType offered?"}
{"pair_id": "d3_s0513_P1_v4", "cached_question": "Which React release channel did the Activity component ship in, and where are ViewTransition and addTransitionType available?", "cached_answer": "Activity shipped in react@19.2, while ViewTransition and addTransitionType are available in react@canary.", "new_query": "What release channel includes the Activity component, and what channel provides ViewTransition and addTransitionType?"}
{"pair_id": "d3_s0513_P2_v1", "cached_question": "Which React release channel did the Activity component ship in, and where are ViewTransition and addTransitionType available?", "cached_answer": "Activity shipped in react@19.2, while ViewTransition and addTransitionType are available in react@canary.", "new_query": "Tell me the release channel for the Activity component and the channel where ViewTransition and addTransitionType are available."}
{"pair_id": "d3_s0513_P2_v2", "cached_question": "Which React release channel did the Activity component ship in, and where are ViewTransition and addTransitionType available?", "cached_answer": "Activity shipped in react@19.2, while ViewTransition and addTransitionType are available in react@canary.", "new_query": "The Activity component shipped in which channel, and ViewTransition plus addTransitionType are available in which one?"}
{"pair_id": "d3_s0513_P2_v3", "cached_question": "Which React release channel did the Activity component ship in, and where are ViewTransition and addTransitionType available?", "cached_answer": "Activity shipped in react@19.2, while ViewTransition and addTransitionType are available in react@canary.", "new_query": "I need to know where to find Activity, ViewTransition, and addTransitionType across React's release channels."}
{"pair_id": "d3_s0513_P2_v4", "cached_question": "Which React release channel did the Activity component ship in, and where are ViewTransition and addTransitionType available?", "cached_answer": "Activity shipped in react@19.2, while ViewTransition and addTransitionType are available in react@canary.", "new_query": "List the React release channels for Activity and for ViewTransition/addTransitionType."}
{"pair_id": "d3_s0513_P3_v1", "cached_question": "Which React release channel did the Activity component ship in, and where are ViewTransition and addTransitionType available?", "cached_answer": "Activity shipped in react@19.2, while ViewTransition and addTransitionType are available in react@canary.", "new_query": "which react channel did Activity ship in n where r ViewTransition + addTransitionType available?"}
