You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0631
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d3_s0075_N6_v2", "cached_question": "What are the two main sections of the new react.dev documentation?", "cached_answer": "Learn React, a self-paced course teaching React from scratch, and API Reference, which provides details and usage examples for every React API.", "new_query": "In which languages is the new react.dev documentation available?"}
{"pair_id": "d3_s0078_N4_v2", "cached_question": "What versions of Apache and mod_wsgi are required to authenticate against Django's user database from Apache?", "cached_answer": "Apache version 2.2 or later and mod_wsgi version 2.0 or later are required.", "new_query": "What versions of Apache and mod_wsgi are optional rather than required to authenticate against Django's user database from Apache?"}
{"pair_id": "d3_s0078_N4_v3", "cached_question": "What versions of Apache and mod_wsgi are required to authenticate against Django's user database from Apache?", "cached_answer": "Apache version 2.2 or later and mod_wsgi version 2.0 or later are required.", "new_query": "Which mod_wsgi versions must be avoided when authenticating against Django's user database from Apache?"}
{"pair_id": "d3_s0078_N5_v1", "cached_question": "What versions of Apache and mod_wsgi are required to authenticate against Django's user database from Apache?", "cached_answer": "Apache version 2.2 or later and mod_wsgi version 2.0 or later are required.", "new_query": "What is the highest version of Apache supported for authenticating against Django's user database?"}
{"pair_id": "d3_s0078_N5_v2", "cached_question": "What versions of Apache and mod_wsgi are required to authenticate against Django's user database from Apache?", "cached_answer": "Apache version 2.2 or later and mod_wsgi version 2.0 or later are required.", "new_query": "What is the maximum mod_wsgi version that works for authenticating against Django's user database from Apache?"}
{"pair_id": "d3_s0078_N6_v1", "cached_question": "What versions of Apache and mod_wsgi are required to authenticate against Django's user database from Apache?", "cached_answer": "Apache version 2.2 or later and mod_wsgi version 2.0 or later are required.", "new_query": "Why does authenticating against Django's user database from Apache require mod_wsgi 2.0 or later?"}
{"pair_id": "d3_s0078_P1_v4", "cached_question": "What versions of Apache and mod_wsgi are required to authenticate against Django's user database from Apache?", "cached_answer": "Apache version 2.2 or later and mod_wsgi version 2.0 or later are required.", "new_query": "What Apache release and mod_wsgi release are required to check credentials against Django's user database from Apache?"}
{"pair_id": "d3_s0078_P2_v1", "cached_question": "What versions of Apache and mod_wsgi are required to authenticate against Django's user database from Apache?", "cached_answer": "Apache version 2.2 or later and mod_wsgi version 2.0 or later are required.", "new_query": "List the Apache and mod_wsgi versions required for authenticating against Django's user database from Apache."}
{"pair_id": "d3_s0078_P3_v2", "cached_question": "What versions of Apache and mod_wsgi are required to authenticate against Django's user database from Apache?", "cached_answer": "Apache version 2.2 or later and mod_wsgi version 2.0 or later are required.", "new_query": "wat versions of apache n mod_wsgi do i need to auth against djangos user db from apache?"}
{"pair_id": "d3_s0078_P3_v3", "cached_question": "What versions of Apache and mod_wsgi are required to authenticate against Django's user database from Apache?", "cached_answer": "Apache version 2.2 or later and mod_wsgi version 2.0 or later are required.", "new_query": "apache + modwsgi version requirements for django user db auth?? thx"}
{"pair_id": "d3_s0078_P3_v4", "cached_question": "What versions of Apache and mod_wsgi are required to authenticate against Django's user database from Apache?", "cached_answer": "Apache version 2.2 or later and mod_wsgi version 2.0 or later are required.", "new_query": "which apach / mod wsgi verisons r reqd to authenticat vs djangos user database frm apache"}
{"pair_id": "d3_s0079_N1_v1", "cached_question": "What attribute must a custom Django user model support to use the default mod_wsgi authentication handler?", "cached_answer": "It must support an is_active attribute.", "new_query": "How do I configure Apache to use Django's mod_wsgi authentication handler?"}
{"pair_id": "d3_s0079_N2_v2", "cached_question": "What attribute must a custom Django user model support to use the default mod_wsgi authentication handler?", "cached_answer": "It must support an is_active attribute.", "new_query": "What attributes must a custom Django user model support to work with all of mod_wsgi's Apache handlers?"}
{"pair_id": "d3_s0079_N3_v1", "cached_question": "What attribute must a custom Django user model support to use the default mod_wsgi authentication handler?", "cached_answer": "It must support an is_active attribute.", "new_query": "What attribute must a custom Django user model support to use the default mod_wsgi group authorisation handler?"}
{"pair_id": "d3_s0079_N4_v1", "cached_question": "What attribute must a custom Django user model support to use the default mod_wsgi authentication handler?", "cached_answer": "It must support an is_active attribute.", "new_query": "Which attribute can a custom Django user model safely omit when using the default mod_wsgi authentication handler?"}
{"pair_id": "d3_s0079_N5_v2", "cached_question": "What attribute must a custom Django user model support to use the default mod_wsgi authentication handler?", "cached_answer": "It must support an is_active attribute.", "new_query": "Besides is_active, which other attribute must a custom Django user model support for the mod_wsgi handler?"}
{"pair_id": "d3_s0079_N6_v1", "cached_question": "What attribute must a custom Django user model support to use the default mod_wsgi authentication handler?", "cached_answer": "It must support an is_active attribute.", "new_query": "Why does the default mod_wsgi authentication handler need is_active on a custom Django user model?"}
{"pair_id": "d3_s0079_P3_v3", "cached_question": "What attribute must a custom Django user model support to use the default mod_wsgi authentication handler?", "cached_answer": "It must support an is_active attribute.", "new_query": "what atribute must a custom Django user modle suport to use the defualt mod_wsgi authentcation handler"}
{"pair_id": "d3_s0079_P3_v4", "cached_question": "What attribute must a custom Django user model support to use the default mod_wsgi authentication handler?", "cached_answer": "It must support an is_active attribute.", "new_query": "django custom user model, mod_wsgi auth handler — needs what attr"}
{"pair_id": "d3_s0080_N3_v1", "cached_question": "What relation must a custom user model have to support group-based authorization with mod_wsgi?", "cached_answer": "It must have a relation named 'groups' referring to a related object that has a 'name' field.", "new_query": "What relation must a custom user model have to support group-based authorization with mod_python?"}
{"pair_id": "d3_s0080_N4_v1", "cached_question": "What relation must a custom user model have to support group-based authorization with mod_wsgi?", "cached_answer": "It must have a relation named 'groups' referring to a related object that has a 'name' field.", "new_query": "Which relation on a custom user model prevents group-based authorization from working with mod_wsgi?"}
{"pair_id": "d3_s0080_N4_v2", "cached_question": "What relation must a custom user model have to support group-based authorization with mod_wsgi?", "cached_answer": "It must have a relation named 'groups' referring to a related object that has a 'name' field.", "new_query": "What relation must a custom user model have to disable group-based authorization with mod_wsgi?"}
{"pair_id": "d3_s0080_N6_v1", "cached_question": "What relation must a custom user model have to support group-based authorization with mod_wsgi?", "cached_answer": "It must have a relation named 'groups' referring to a related object that has a 'name' field.", "new_query": "How do you configure Apache to require a specific group when using a custom user model with mod_wsgi?"}
{"pair_id": "d3_s0080_P2_v1", "cached_question": "What relation must a custom user model have to support group-based authorization with mod_wsgi?", "cached_answer": "It must have a relation named 'groups' referring to a related object that has a 'name' field.", "new_query": "Describe the relation a custom user model must define to support mod_wsgi group-based authorization."}
{"pair_id": "d3_s0080_P3_v2", "cached_question": "What relation must a custom user model have to support group-based authorization with mod_wsgi?", "cached_answer": "It must have a relation named 'groups' referring to a related object that has a 'name' field.", "new_query": "custom user model + modwsgi group authorization — what relation is required"}
{"pair_id": "d3_s0080_P3_v3", "cached_question": "What relation must a custom user model have to support group-based authorization with mod_wsgi?", "cached_answer": "It must have a relation named 'groups' referring to a related object that has a 'name' field.", "new_query": "for group-based auth with mod_wsgi, wat relatoin must the custom user modle have"}
{"pair_id": "d3_s0080_P3_v4", "cached_question": "What relation must a custom user model have to support group-based authorization with mod_wsgi?", "cached_answer": "It must have a relation named 'groups' referring to a related object that has a 'name' field.", "new_query": "custom user model needs which relation to support group based authz with mod wsgi??"}
{"pair_id": "d3_s0081_N3_v1", "cached_question": "Which Django function does the WSGIAuthUserScript directive execute to check passwords, and where is it imported from?", "cached_answer": "It executes the check_password function, which is imported from django.contrib.auth.handlers.modwsgi.", "new_query": "Which Django function does the WSGIAuthGroupScript directive execute, and where is it imported from?"}
{"pair_id": "d3_s0081_N3_v2", "cached_question": "Which Django function does the WSGIAuthUserScript directive execute to check passwords, and where is it imported from?", "cached_answer": "It executes the check_password function, which is imported from django.contrib.auth.handlers.modwsgi.", "new_query": "Which Django function does the WSGIAuthUserScript directive execute to check group membership, and where is it imported from?"}
{"pair_id": "d3_s0081_P1_v1", "cached_question": "Which Django function does the WSGIAuthUserScript directive execute to check passwords, and where is it imported from?", "cached_answer": "It executes the check_password function, which is imported from django.contrib.auth.handlers.modwsgi.", "new_query": "Which Django function is run by the WSGIAuthUserScript directive to verify passwords, and what module provides it?"}
{"pair_id": "d3_s0081_P1_v2", "cached_question": "Which Django function does the WSGIAuthUserScript directive execute to check passwords, and where is it imported from?", "cached_answer": "It executes the check_password function, which is imported from django.contrib.auth.handlers.modwsgi.", "new_query": "What function does WSGIAuthUserScript call for password checking, and where does it come from?"}
{"pair_id": "d3_s0081_P1_v4", "cached_question": "Which Django function does the WSGIAuthUserScript directive execute to check passwords, and where is it imported from?", "cached_answer": "It executes the check_password function, which is imported from django.contrib.auth.handlers.modwsgi.", "new_query": "For password validation, which function does WSGIAuthUserScript execute, and what is its import path?"}
{"pair_id": "d3_s0081_P2_v1", "cached_question": "Which Django function does the WSGIAuthUserScript directive execute to check passwords, and where is it imported from?", "cached_answer": "It executes the check_password function, which is imported from django.contrib.auth.handlers.modwsgi.", "new_query": "Name the Django password-checking function executed by WSGIAuthUserScript and its import location."}
{"pair_id": "d3_s0081_P2_v3", "cached_question": "Which Django function does the WSGIAuthUserScript directive execute to check passwords, and where is it imported from?", "cached_answer": "It executes the check_password function, which is imported from django.contrib.auth.handlers.modwsgi.", "new_query": "I need the function WSGIAuthUserScript runs for password checks, plus the module it is imported from."}
{"pair_id": "d3_s0081_P2_v4", "cached_question": "Which Django function does the WSGIAuthUserScript directive execute to check passwords, and where is it imported from?", "cached_answer": "It executes the check_password function, which is imported from django.contrib.auth.handlers.modwsgi.", "new_query": "Which module is the password-checking function executed by WSGIAuthUserScript imported from, and what is that function called?"}
{"pair_id": "d3_s0081_P3_v3", "cached_question": "Which Django function does the WSGIAuthUserScript directive execute to check passwords, and where is it imported from?", "cached_answer": "It executes the check_password function, which is imported from django.contrib.auth.handlers.modwsgi.", "new_query": "whcih djago function does the WSGIAuthUserScript directive exectue to chek passwords, n where its imported from"}
{"pair_id": "d3_s0084_N2_v1", "cached_question": "What is Django's primary deployment platform?", "cached_answer": "WSGI, the Python standard for web servers and applications.", "new_query": "What is Django's primary deployment platform for asynchronous applications?"}
{"pair_id": "d3_s0084_N3_v2", "cached_question": "What is Django's primary deployment platform?", "cached_answer": "WSGI, the Python standard for web servers and applications.", "new_query": "What is Django Channels' primary deployment platform?"}
{"pair_id": "d3_s0084_N4_v2", "cached_question": "What is Django's primary deployment platform?", "cached_answer": "WSGI, the Python standard for web servers and applications.", "new_query": "What is Django's secondary deployment platform?"}
{"pair_id": "d3_s0084_N5_v2", "cached_question": "What is Django's primary deployment platform?", "cached_answer": "WSGI, the Python standard for web servers and applications.", "new_query": "What was Django's original deployment platform?"}
