You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0849
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d5_s0192_N3_v1", "cached_question": "Nghiên cứu sinh bị buộc thôi học trong những trường hợp nào?", "cached_answer": "Nghiên cứu sinh bị buộc thôi học nếu không hoàn thành chương trình đào tạo trong thời gian tối đa theo quy định, hoặc vi phạm nghiêm trọng quy định về học tập, nghiên cứu, liêm chính học thuật hoặc pháp luật.", "new_query": "Học viên cao học bị buộc thôi học trong những trường hợp nào?"}
{"pair_id": "d5_s0192_P2_v2", "cached_question": "Nghiên cứu sinh bị buộc thôi học trong những trường hợp nào?", "cached_answer": "Nghiên cứu sinh bị buộc thôi học nếu không hoàn thành chương trình đào tạo trong thời gian tối đa theo quy định, hoặc vi phạm nghiêm trọng quy định về học tập, nghiên cứu, liêm chính học thuật hoặc pháp luật.", "new_query": "Khi nào thì cơ sở đào tạo buộc nghiên cứu sinh thôi học?"}
{"pair_id": "d5_s0192_P2_v3", "cached_question": "Nghiên cứu sinh bị buộc thôi học trong những trường hợp nào?", "cached_answer": "Nghiên cứu sinh bị buộc thôi học nếu không hoàn thành chương trình đào tạo trong thời gian tối đa theo quy định, hoặc vi phạm nghiêm trọng quy định về học tập, nghiên cứu, liêm chính học thuật hoặc pháp luật.", "new_query": "Nghiên cứu sinh sẽ bị buộc thôi học nếu không đáp ứng hoặc vi phạm những gì?"}
{"pair_id": "d5_s0192_P2_v4", "cached_question": "Nghiên cứu sinh bị buộc thôi học trong những trường hợp nào?", "cached_answer": "Nghiên cứu sinh bị buộc thôi học nếu không hoàn thành chương trình đào tạo trong thời gian tối đa theo quy định, hoặc vi phạm nghiêm trọng quy định về học tập, nghiên cứu, liêm chính học thuật hoặc pháp luật.", "new_query": "Tôi muốn biết trong trường hợp nào một nghiên cứu sinh bị buộc thôi học."}
{"pair_id": "d5_s0192_P3_v4", "cached_question": "Nghiên cứu sinh bị buộc thôi học trong những trường hợp nào?", "cached_answer": "Nghiên cứu sinh bị buộc thôi học nếu không hoàn thành chương trình đào tạo trong thời gian tối đa theo quy định, hoặc vi phạm nghiêm trọng quy định về học tập, nghiên cứu, liêm chính học thuật hoặc pháp luật.", "new_query": "nghiên cứu sinh bị buộc thôi học trg những trường hợp nào z"}
{"pair_id": "d5_s0193_N2_v1", "cached_question": "Luận án tiến sĩ phải đáp ứng những yêu cầu học thuật nào theo Quy chế?", "cached_answer": "Luận án tiến sĩ phải đáp ứng yêu cầu về tính mới, tính học thuật, tính trung thực và liêm chính khoa học.", "new_query": "Phần tổng quan của luận án tiến sĩ phải đáp ứng những yêu cầu học thuật nào?"}
{"pair_id": "d5_s0193_N2_v2", "cached_question": "Luận án tiến sĩ phải đáp ứng những yêu cầu học thuật nào theo Quy chế?", "cached_answer": "Luận án tiến sĩ phải đáp ứng yêu cầu về tính mới, tính học thuật, tính trung thực và liêm chính khoa học.", "new_query": "Các sản phẩm khoa học của nghiên cứu sinh phải đáp ứng những yêu cầu học thuật nào theo Quy chế?"}
{"pair_id": "d5_s0193_N3_v2", "cached_question": "Luận án tiến sĩ phải đáp ứng những yêu cầu học thuật nào theo Quy chế?", "cached_answer": "Luận án tiến sĩ phải đáp ứng yêu cầu về tính mới, tính học thuật, tính trung thực và liêm chính khoa học.", "new_query": "Bài báo khoa học của nghiên cứu sinh phải đáp ứng những yêu cầu học thuật nào theo Quy chế?"}
{"pair_id": "d5_s0193_P2_v2", "cached_question": "Luận án tiến sĩ phải đáp ứng những yêu cầu học thuật nào theo Quy chế?", "cached_answer": "Luận án tiến sĩ phải đáp ứng yêu cầu về tính mới, tính học thuật, tính trung thực và liêm chính khoa học.", "new_query": "Cho tôi biết các yêu cầu học thuật đối với luận án tiến sĩ theo Quy chế."}
{"pair_id": "d5_s0193_P2_v3", "cached_question": "Luận án tiến sĩ phải đáp ứng những yêu cầu học thuật nào theo Quy chế?", "cached_answer": "Luận án tiến sĩ phải đáp ứng yêu cầu về tính mới, tính học thuật, tính trung thực và liêm chính khoa học.", "new_query": "Khi viết luận án tiến sĩ, nghiên cứu sinh phải bảo đảm những yêu cầu học thuật nào của Quy chế?"}
{"pair_id": "d5_s0193_P2_v4", "cached_question": "Luận án tiến sĩ phải đáp ứng những yêu cầu học thuật nào theo Quy chế?", "cached_answer": "Luận án tiến sĩ phải đáp ứng yêu cầu về tính mới, tính học thuật, tính trung thực và liêm chính khoa học.", "new_query": "Yêu cầu học thuật đối với luận án tiến sĩ trong Quy chế gồm những nội dung gì?"}
{"pair_id": "d5_s0193_P3_v4", "cached_question": "Luận án tiến sĩ phải đáp ứng những yêu cầu học thuật nào theo Quy chế?", "cached_answer": "Luận án tiến sĩ phải đáp ứng yêu cầu về tính mới, tính học thuật, tính trung thực và liêm chính khoa học.", "new_query": "Luận án TS phải đáp ứng những yc học thuật nào theo Quy chế nhỉ"}
{"pair_id": "d5_s0194_N3_v2", "cached_question": "Luận án tiến sĩ có thể được xây dựng theo những hình thức nào?", "cached_answer": "Luận án tiến sĩ có thể theo hình thức luận án chuyên khảo hoặc được xây dựng trên cơ sở các công bố khoa học của nghiên cứu sinh.", "new_query": "Đề cương nghiên cứu của nghiên cứu sinh có thể được xây dựng theo những hình thức nào?"}
{"pair_id": "d5_s0194_N4_v1", "cached_question": "Luận án tiến sĩ có thể được xây dựng theo những hình thức nào?", "cached_answer": "Luận án tiến sĩ có thể theo hình thức luận án chuyên khảo hoặc được xây dựng trên cơ sở các công bố khoa học của nghiên cứu sinh.", "new_query": "Luận án tiến sĩ không được xây dựng theo hình thức nào?"}
{"pair_id": "d5_s0194_N5_v3", "cached_question": "Luận án tiến sĩ có thể được xây dựng theo những hình thức nào?", "cached_answer": "Luận án tiến sĩ có thể theo hình thức luận án chuyên khảo hoặc được xây dựng trên cơ sở các công bố khoa học của nghiên cứu sinh.", "new_query": "Hình thức xây dựng luận án tiến sĩ nào được sử dụng phổ biến nhất?"}
{"pair_id": "d5_s0194_P1_v2", "cached_question": "Luận án tiến sĩ có thể được xây dựng theo những hình thức nào?", "cached_answer": "Luận án tiến sĩ có thể theo hình thức luận án chuyên khảo hoặc được xây dựng trên cơ sở các công bố khoa học của nghiên cứu sinh.", "new_query": "Có những dạng nào để xây dựng một luận án tiến sĩ?"}
{"pair_id": "d5_s0194_P1_v3", "cached_question": "Luận án tiến sĩ có thể được xây dựng theo những hình thức nào?", "cached_answer": "Luận án tiến sĩ có thể theo hình thức luận án chuyên khảo hoặc được xây dựng trên cơ sở các công bố khoa học của nghiên cứu sinh.", "new_query": "Các dạng thức xây dựng luận án tiến sĩ gồm những gì?"}
{"pair_id": "d5_s0194_P1_v4", "cached_question": "Luận án tiến sĩ có thể được xây dựng theo những hình thức nào?", "cached_answer": "Luận án tiến sĩ có thể theo hình thức luận án chuyên khảo hoặc được xây dựng trên cơ sở các công bố khoa học của nghiên cứu sinh.", "new_query": "Luận án tiến sĩ có thể được thực hiện dưới những hình thức nào?"}
{"pair_id": "d5_s0194_P2_v1", "cached_question": "Luận án tiến sĩ có thể được xây dựng theo những hình thức nào?", "cached_answer": "Luận án tiến sĩ có thể theo hình thức luận án chuyên khảo hoặc được xây dựng trên cơ sở các công bố khoa học của nghiên cứu sinh.", "new_query": "Những hình thức nào được áp dụng khi xây dựng luận án tiến sĩ?"}
{"pair_id": "d5_s0194_P2_v3", "cached_question": "Luận án tiến sĩ có thể được xây dựng theo những hình thức nào?", "cached_answer": "Luận án tiến sĩ có thể theo hình thức luận án chuyên khảo hoặc được xây dựng trên cơ sở các công bố khoa học của nghiên cứu sinh.", "new_query": "Nghiên cứu sinh có thể chọn những hình thức nào để xây dựng luận án tiến sĩ?"}
{"pair_id": "d5_s0194_P2_v4", "cached_question": "Luận án tiến sĩ có thể được xây dựng theo những hình thức nào?", "cached_answer": "Luận án tiến sĩ có thể theo hình thức luận án chuyên khảo hoặc được xây dựng trên cơ sở các công bố khoa học của nghiên cứu sinh.", "new_query": "Việc xây dựng luận án tiến sĩ được thực hiện theo những hình thức nào theo quy định?"}
{"pair_id": "d5_s0195_N2_v1", "cached_question": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập trong thời hạn bao lâu, và có thể kéo dài thêm bao lâu nếu phải phản biện lần thứ hai?", "cached_answer": "Tối đa 6 tháng kể từ khi nghiên cứu sinh nộp dự thảo luận án đã được đơn vị chuyên môn thông qua; nếu phải phản biện độc lập lần thứ hai thì được kéo dài thêm tối đa 3 tháng.", "new_query": "Cơ sở đào tạo phải hoàn thành khâu lấy ý kiến của người phản biện độc lập thứ nhất trong thời hạn bao lâu?"}
{"pair_id": "d5_s0195_N3_v2", "cached_question": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập trong thời hạn bao lâu, và có thể kéo dài thêm bao lâu nếu phải phản biện lần thứ hai?", "cached_answer": "Tối đa 6 tháng kể từ khi nghiên cứu sinh nộp dự thảo luận án đã được đơn vị chuyên môn thông qua; nếu phải phản biện độc lập lần thứ hai thì được kéo dài thêm tối đa 3 tháng.", "new_query": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập luận văn thạc sĩ trong thời hạn bao lâu?"}
{"pair_id": "d5_s0195_N4_v1", "cached_question": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập trong thời hạn bao lâu, và có thể kéo dài thêm bao lâu nếu phải phản biện lần thứ hai?", "cached_answer": "Tối đa 6 tháng kể từ khi nghiên cứu sinh nộp dự thảo luận án đã được đơn vị chuyên môn thông qua; nếu phải phản biện độc lập lần thứ hai thì được kéo dài thêm tối đa 3 tháng.", "new_query": "Trường hợp nào cơ sở đào tạo không phải thực hiện quy trình phản biện độc lập?"}
{"pair_id": "d5_s0195_N4_v3", "cached_question": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập trong thời hạn bao lâu, và có thể kéo dài thêm bao lâu nếu phải phản biện lần thứ hai?", "cached_answer": "Tối đa 6 tháng kể từ khi nghiên cứu sinh nộp dự thảo luận án đã được đơn vị chuyên môn thông qua; nếu phải phản biện độc lập lần thứ hai thì được kéo dài thêm tối đa 3 tháng.", "new_query": "Khi nào cơ sở đào tạo không được kéo dài thêm thời hạn phản biện độc lập?"}
{"pair_id": "d5_s0195_N5_v1", "cached_question": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập trong thời hạn bao lâu, và có thể kéo dài thêm bao lâu nếu phải phản biện lần thứ hai?", "cached_answer": "Tối đa 6 tháng kể từ khi nghiên cứu sinh nộp dự thảo luận án đã được đơn vị chuyên môn thông qua; nếu phải phản biện độc lập lần thứ hai thì được kéo dài thêm tối đa 3 tháng.", "new_query": "Cơ sở đào tạo phải dành tối thiểu bao lâu cho quy trình phản biện độc lập?"}
{"pair_id": "d5_s0195_N5_v2", "cached_question": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập trong thời hạn bao lâu, và có thể kéo dài thêm bao lâu nếu phải phản biện lần thứ hai?", "cached_answer": "Tối đa 6 tháng kể từ khi nghiên cứu sinh nộp dự thảo luận án đã được đơn vị chuyên môn thông qua; nếu phải phản biện độc lập lần thứ hai thì được kéo dài thêm tối đa 3 tháng.", "new_query": "Thời điểm sớm nhất cơ sở đào tạo có thể kết thúc quy trình phản biện độc lập là khi nào?"}
{"pair_id": "d5_s0195_N6_v1", "cached_question": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập trong thời hạn bao lâu, và có thể kéo dài thêm bao lâu nếu phải phản biện lần thứ hai?", "cached_answer": "Tối đa 6 tháng kể từ khi nghiên cứu sinh nộp dự thảo luận án đã được đơn vị chuyên môn thông qua; nếu phải phản biện độc lập lần thứ hai thì được kéo dài thêm tối đa 3 tháng.", "new_query": "Nếu quá thời hạn mà chưa hoàn thành phản biện độc lập thì cơ sở đào tạo bị xử lý thế nào?"}
{"pair_id": "d5_s0195_P1_v2", "cached_question": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập trong thời hạn bao lâu, và có thể kéo dài thêm bao lâu nếu phải phản biện lần thứ hai?", "cached_answer": "Tối đa 6 tháng kể từ khi nghiên cứu sinh nộp dự thảo luận án đã được đơn vị chuyên môn thông qua; nếu phải phản biện độc lập lần thứ hai thì được kéo dài thêm tối đa 3 tháng.", "new_query": "Quy trình phản biện độc lập phải xong trong bao lâu, và nếu phải làm lần thứ hai thì được cộng thêm bao nhiêu thời gian?"}
{"pair_id": "d5_s0195_P1_v3", "cached_question": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập trong thời hạn bao lâu, và có thể kéo dài thêm bao lâu nếu phải phản biện lần thứ hai?", "cached_answer": "Tối đa 6 tháng kể từ khi nghiên cứu sinh nộp dự thảo luận án đã được đơn vị chuyên môn thông qua; nếu phải phản biện độc lập lần thứ hai thì được kéo dài thêm tối đa 3 tháng.", "new_query": "Cơ sở đào tạo có bao nhiêu thời gian để hoàn tất phản biện độc lập, và thời gian tăng thêm cho lần phản biện thứ hai là bao nhiêu?"}
{"pair_id": "d5_s0195_P1_v4", "cached_question": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập trong thời hạn bao lâu, và có thể kéo dài thêm bao lâu nếu phải phản biện lần thứ hai?", "cached_answer": "Tối đa 6 tháng kể từ khi nghiên cứu sinh nộp dự thảo luận án đã được đơn vị chuyên môn thông qua; nếu phải phản biện độc lập lần thứ hai thì được kéo dài thêm tối đa 3 tháng.", "new_query": "Giới hạn thời gian hoàn thành phản biện độc lập là bao lâu, và mức kéo dài tối đa khi phải phản biện lần thứ hai là bao nhiêu?"}
{"pair_id": "d5_s0195_P2_v4", "cached_question": "Cơ sở đào tạo phải hoàn thành quy trình phản biện độc lập trong thời hạn bao lâu, và có thể kéo dài thêm bao lâu nếu phải phản biện lần thứ hai?", "cached_answer": "Tối đa 6 tháng kể từ khi nghiên cứu sinh nộp dự thảo luận án đã được đơn vị chuyên môn thông qua; nếu phải phản biện độc lập lần thứ hai thì được kéo dài thêm tối đa 3 tháng.", "new_query": "Thời hạn hoàn thành phản biện độc lập được quy định là bao lâu, và trường hợp phản biện lần thứ hai thì thời hạn đó được nới thêm bao nhiêu?"}
{"pair_id": "d5_s0196_N2_v2", "cached_question": "Luận án tiến sĩ được gửi lấy ý kiến của bao nhiêu phản biện độc lập, và tối thiểu bao nhiêu người trong số đó phải không thuộc cơ sở đào tạo?", "cached_answer": "Luận án được gửi lấy ý kiến của 3 phản biện độc lập, trong đó ít nhất 2 người phải là nhà khoa học hoặc chuyên gia không thuộc cơ sở đào tạo.", "new_query": "Luận án tiến sĩ có nội dung thuộc danh mục bí mật nhà nước được gửi lấy ý kiến của bao nhiêu phản biện độc lập không thuộc cơ sở đào tạo?"}
{"pair_id": "d5_s0196_N5_v2", "cached_question": "Luận án tiến sĩ được gửi lấy ý kiến của bao nhiêu phản biện độc lập, và tối thiểu bao nhiêu người trong số đó phải không thuộc cơ sở đào tạo?", "cached_answer": "Luận án được gửi lấy ý kiến của 3 phản biện độc lập, trong đó ít nhất 2 người phải là nhà khoa học hoặc chuyên gia không thuộc cơ sở đào tạo.", "new_query": "Tối đa bao nhiêu phản biện độc lập của luận án tiến sĩ được phép không thuộc cơ sở đào tạo?"}
{"pair_id": "d5_s0196_P1_v1", "cached_question": "Luận án tiến sĩ được gửi lấy ý kiến của bao nhiêu phản biện độc lập, và tối thiểu bao nhiêu người trong số đó phải không thuộc cơ sở đào tạo?", "cached_answer": "Luận án được gửi lấy ý kiến của 3 phản biện độc lập, trong đó ít nhất 2 người phải là nhà khoa học hoặc chuyên gia không thuộc cơ sở đào tạo.", "new_query": "Luận án tiến sĩ phải xin ý kiến của mấy phản biện độc lập, và ít nhất bao nhiêu người trong đó là người ngoài cơ sở đào tạo?"}
{"pair_id": "d5_s0196_P1_v2", "cached_question": "Luận án tiến sĩ được gửi lấy ý kiến của bao nhiêu phản biện độc lập, và tối thiểu bao nhiêu người trong số đó phải không thuộc cơ sở đào tạo?", "cached_answer": "Luận án được gửi lấy ý kiến của 3 phản biện độc lập, trong đó ít nhất 2 người phải là nhà khoa học hoặc chuyên gia không thuộc cơ sở đào tạo.", "new_query": "Số lượng phản biện độc lập nhận luận án tiến sĩ là bao nhiêu, và tối thiểu mấy người trong số họ không công tác tại cơ sở đào tạo?"}
{"pair_id": "d5_s0196_P1_v3", "cached_question": "Luận án tiến sĩ được gửi lấy ý kiến của bao nhiêu phản biện độc lập, và tối thiểu bao nhiêu người trong số đó phải không thuộc cơ sở đào tạo?", "cached_answer": "Luận án được gửi lấy ý kiến của 3 phản biện độc lập, trong đó ít nhất 2 người phải là nhà khoa học hoặc chuyên gia không thuộc cơ sở đào tạo.", "new_query": "Luận án tiến sĩ được chuyển tới bao nhiêu người phản biện độc lập, trong đó tối thiểu bao nhiêu người phải ở ngoài cơ sở đào tạo?"}
{"pair_id": "d5_s0196_P1_v4", "cached_question": "Luận án tiến sĩ được gửi lấy ý kiến của bao nhiêu phản biện độc lập, và tối thiểu bao nhiêu người trong số đó phải không thuộc cơ sở đào tạo?", "cached_answer": "Luận án được gửi lấy ý kiến của 3 phản biện độc lập, trong đó ít nhất 2 người phải là nhà khoa học hoặc chuyên gia không thuộc cơ sở đào tạo.", "new_query": "Có bao nhiêu phản biện độc lập cho luận án tiến sĩ và bắt buộc tối thiểu bao nhiêu người không thuộc cơ sở đào tạo?"}
{"pair_id": "d5_s0196_P2_v1", "cached_question": "Luận án tiến sĩ được gửi lấy ý kiến của bao nhiêu phản biện độc lập, và tối thiểu bao nhiêu người trong số đó phải không thuộc cơ sở đào tạo?", "cached_answer": "Luận án được gửi lấy ý kiến của 3 phản biện độc lập, trong đó ít nhất 2 người phải là nhà khoa học hoặc chuyên gia không thuộc cơ sở đào tạo.", "new_query": "Hãy cho biết số phản biện độc lập được gửi luận án tiến sĩ và số người tối thiểu trong đó không thuộc cơ sở đào tạo."}
{"pair_id": "d5_s0196_P2_v2", "cached_question": "Luận án tiến sĩ được gửi lấy ý kiến của bao nhiêu phản biện độc lập, và tối thiểu bao nhiêu người trong số đó phải không thuộc cơ sở đào tạo?", "cached_answer": "Luận án được gửi lấy ý kiến của 3 phản biện độc lập, trong đó ít nhất 2 người phải là nhà khoa học hoặc chuyên gia không thuộc cơ sở đào tạo.", "new_query": "Bao nhiêu phản biện độc lập được gửi luận án tiến sĩ để lấy ý kiến, và trong số đó tối thiểu bao nhiêu người phải là người ngoài cơ sở đào tạo?"}
