You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0539
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0106_P2_v1", "cached_question": "On which three NLP tasks is the CLSTM model evaluated in this paper?", "cached_answer": "Word prediction, next sentence selection, and sentence topic prediction.", "new_query": "List the three NLP tasks used to evaluate CLSTM in this paper."}
{"pair_id": "d2_s0111_P2_v2", "cached_question": "How does the DMN+ model differ from the original DMN in terms of training requirements, and what state-of-the-art results does it achieve?", "cached_answer": "DMN+ does not require supporting facts to be labeled during training, and it achieves state-of-the-art results on the Visual Question Answering (VQA) dataset and the bAbI-10k text QA dataset.", "new_query": "The original DMN and DMN+ differ in training requirements — how? And where does DMN+ achieve state of the art?"}
{"pair_id": "d2_s0111_P2_v3", "cached_question": "How does the DMN+ model differ from the original DMN in terms of training requirements, and what state-of-the-art results does it achieve?", "cached_answer": "DMN+ does not require supporting facts to be labeled during training, and it achieves state-of-the-art results on the Visual Question Answering (VQA) dataset and the bAbI-10k text QA dataset.", "new_query": "I'd like a comparison of DMN+ and the original DMN on training requirements, along with DMN+'s state-of-the-art results."}
{"pair_id": "d2_s0111_P2_v4", "cached_question": "How does the DMN+ model differ from the original DMN in terms of training requirements, and what state-of-the-art results does it achieve?", "cached_answer": "DMN+ does not require supporting facts to be labeled during training, and it achieves state-of-the-art results on the Visual Question Answering (VQA) dataset and the bAbI-10k text QA dataset.", "new_query": "What is required for training DMN+ compared with the original DMN, and on which benchmarks is state of the art achieved by it?"}
{"pair_id": "d2_s0111_P3_v2", "cached_question": "How does the DMN+ model differ from the original DMN in terms of training requirements, and what state-of-the-art results does it achieve?", "cached_answer": "DMN+ does not require supporting facts to be labeled during training, and it achieves state-of-the-art results on the Visual Question Answering (VQA) dataset and the bAbI-10k text QA dataset.", "new_query": "dmn+ vs original dmn — training requirements diff? + sota results??"}
{"pair_id": "d2_s0112_N4_v1", "cached_question": "What are the four modules that make up the Dynamic Memory Network architecture?", "cached_answer": "The DMN consists of an Input Module, a Question Module, an Episodic Memory Module, and an Answer Module.", "new_query": "Which modules are not part of the Dynamic Memory Network architecture?"}
{"pair_id": "d2_s0112_P1_v3", "cached_question": "What are the four modules that make up the Dynamic Memory Network architecture?", "cached_answer": "The DMN consists of an Input Module, a Question Module, an Episodic Memory Module, and an Answer Module.", "new_query": "Name the four modules that the Dynamic Memory Network is built from."}
{"pair_id": "d2_s0112_P2_v3", "cached_question": "What are the four modules that make up the Dynamic Memory Network architecture?", "cached_answer": "The DMN consists of an Input Module, a Question Module, an Episodic Memory Module, and an Answer Module.", "new_query": "I want a breakdown of the Dynamic Memory Network into its four modules."}
{"pair_id": "d2_s0112_P3_v2", "cached_question": "What are the four modules that make up the Dynamic Memory Network architecture?", "cached_answer": "The DMN consists of an Input Module, a Question Module, an Episodic Memory Module, and an Answer Module.", "new_query": "dmn = which 4 modules?? (dynamic memory network)"}
{"pair_id": "d2_s0112_P3_v4", "cached_question": "What are the four modules that make up the Dynamic Memory Network architecture?", "cached_answer": "The DMN consists of an Input Module, a Question Module, an Episodic Memory Module, and an Answer Module.", "new_query": "dynamic memory network — 4 modules, which ones"}
{"pair_id": "d2_s0113_N1_v2", "cached_question": "On what three types of tasks did the original DMN achieve state-of-the-art results when supporting facts were marked during training?", "cached_answer": "The original DMN achieved state-of-the-art results on question answering with supporting facts marked during training, sentiment analysis, and part-of-speech tagging.", "new_query": "How was the original DMN trained when supporting facts were marked?"}
{"pair_id": "d2_s0113_N2_v1", "cached_question": "On what three types of tasks did the original DMN achieve state-of-the-art results when supporting facts were marked during training?", "cached_answer": "The original DMN achieved state-of-the-art results on question answering with supporting facts marked during training, sentiment analysis, and part-of-speech tagging.", "new_query": "On which question answering benchmarks did the original DMN achieve state-of-the-art results with supporting facts marked during training?"}
{"pair_id": "d2_s0113_N3_v1", "cached_question": "On what three types of tasks did the original DMN achieve state-of-the-art results when supporting facts were marked during training?", "cached_answer": "The original DMN achieved state-of-the-art results on question answering with supporting facts marked during training, sentiment analysis, and part-of-speech tagging.", "new_query": "On what three types of tasks did DMN+ achieve state-of-the-art results when supporting facts were marked during training?"}
{"pair_id": "d2_s0113_N4_v1", "cached_question": "On what three types of tasks did the original DMN achieve state-of-the-art results when supporting facts were marked during training?", "cached_answer": "The original DMN achieved state-of-the-art results on question answering with supporting facts marked during training, sentiment analysis, and part-of-speech tagging.", "new_query": "On what types of tasks did the original DMN fail to achieve state-of-the-art results when supporting facts were marked during training?"}
{"pair_id": "d2_s0113_N4_v2", "cached_question": "On what three types of tasks did the original DMN achieve state-of-the-art results when supporting facts were marked during training?", "cached_answer": "The original DMN achieved state-of-the-art results on question answering with supporting facts marked during training, sentiment analysis, and part-of-speech tagging.", "new_query": "On what types of tasks did the original DMN achieve state-of-the-art results when supporting facts were not marked during training?"}
{"pair_id": "d2_s0113_N5_v2", "cached_question": "On what three types of tasks did the original DMN achieve state-of-the-art results when supporting facts were marked during training?", "cached_answer": "The original DMN achieved state-of-the-art results on question answering with supporting facts marked during training, sentiment analysis, and part-of-speech tagging.", "new_query": "Which task type did the original DMN perform best on with supporting facts marked during training?"}
{"pair_id": "d2_s0113_N6_v1", "cached_question": "On what three types of tasks did the original DMN achieve state-of-the-art results when supporting facts were marked during training?", "cached_answer": "The original DMN achieved state-of-the-art results on question answering with supporting facts marked during training, sentiment analysis, and part-of-speech tagging.", "new_query": "Why did the original DMN need supporting facts marked during training to reach state-of-the-art?"}
