You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0859
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d5_s0244_N2_v2", "cached_question": "Nghị định này thay thế những văn bản pháp luật nào?", "cached_answer": "Nghị định số 86/2015/NĐ-CP ngày 02/10/2015 và Nghị định số 145/2018/NĐ-CP ngày 16/10/2018 của Chính phủ.", "new_query": "Nghị định này thay thế những văn bản pháp luật nào về miễn, giảm học phí?"}
{"pair_id": "d5_s0245_P2_v1", "cached_question": "Nếu chương trình chất lượng cao của một cơ sở giáo dục mầm non, phổ thông công lập không đạt kiểm định chất lượng, mức thu học phí cũ được áp dụng trong bao lâu?", "cached_answer": "Tối đa 02 năm tính từ năm học 2021-2022 để thực hiện công tác kiểm định chất lượng.", "new_query": "Cho tôi biết thời gian được phép tiếp tục áp dụng mức thu học phí cũ khi chương trình chất lượng cao của cơ sở giáo dục mầm non, phổ thông công lập không đạt kiểm định chất lượng."}
{"pair_id": "d5_s0246_N1_v1", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Học sinh, sinh viên nộp giấy tờ miễn giảm học phí cho cơ quan nào?"}
{"pair_id": "d5_s0246_N2_v1", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Trong trường hợp nào sinh viên hệ vừa làm vừa học không phải nộp giấy tờ để hưởng miễn giảm học phí?"}
{"pair_id": "d5_s0246_N2_v2", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy khai sinh để hưởng miễn giảm học phí?"}
{"pair_id": "d5_s0246_N3_v1", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách hỗ trợ chi phí học tập?"}
{"pair_id": "d5_s0246_N3_v2", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Trong trường hợp nào trẻ em mầm non không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?"}
{"pair_id": "d5_s0246_N4_v1", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Trong trường hợp nào học sinh, sinh viên bắt buộc phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?"}
{"pair_id": "d5_s0246_N5_v1", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Học sinh, sinh viên phải nộp nhiều nhất bao nhiêu loại giấy tờ để hưởng miễn giảm học phí?"}
{"pair_id": "d5_s0246_N5_v4", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Chậm nhất khi nào học sinh, sinh viên phải nộp giấy tờ để hưởng miễn giảm học phí?"}
{"pair_id": "d5_s0246_P1_v1", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Khi nào học sinh, sinh viên được miễn nộp giấy tờ để hưởng chính sách miễn giảm học phí?"}
{"pair_id": "d5_s0246_P1_v2", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Trường hợp nào người học không cần nộp hồ sơ giấy để được miễn, giảm học phí?"}
{"pair_id": "d5_s0246_P2_v1", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Cho tôi biết trường hợp học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí."}
{"pair_id": "d5_s0246_P2_v2", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Giấy tờ liên quan để hưởng chính sách miễn giảm học phí được miễn nộp trong trường hợp nào?"}
{"pair_id": "d5_s0246_P2_v3", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Tôi là sinh viên, khi nào tôi không cần nộp giấy tờ mà vẫn được hưởng miễn giảm học phí?"}
{"pair_id": "d5_s0246_P2_v4", "cached_question": "Trong trường hợp nào học sinh, sinh viên không phải nộp giấy tờ liên quan để hưởng chính sách miễn giảm học phí?", "cached_answer": "Khi cơ quan giải quyết thủ tục hành chính khai thác được cơ sở dữ liệu dân cư/cơ sở dữ liệu có đầy đủ thông tin, hồ sơ theo yêu cầu của Nghị định.", "new_query": "Việc nộp giấy tờ để hưởng miễn giảm học phí không được yêu cầu trong tình huống nào?"}
{"pair_id": "d5_s0247_N1_v1", "cached_question": "Văn bản hợp nhất số 07/VBHN-BGDĐT được xác thực vào ngày nào và do ai ký?", "cached_answer": "Ngày 21 tháng 7 năm 2023, do Thứ trưởng Phạm Ngọc Thưởng ký.", "new_query": "Văn bản hợp nhất số 07/VBHN-BGDĐT hợp nhất những văn bản nào?"}
{"pair_id": "d5_s0247_N1_v2", "cached_question": "Văn bản hợp nhất số 07/VBHN-BGDĐT được xác thực vào ngày nào và do ai ký?", "cached_answer": "Ngày 21 tháng 7 năm 2023, do Thứ trưởng Phạm Ngọc Thưởng ký.", "new_query": "Văn bản hợp nhất số 07/VBHN-BGDĐT có hiệu lực thi hành từ khi nào?"}
{"pair_id": "d5_s0247_N3_v1", "cached_question": "Văn bản hợp nhất số 07/VBHN-BGDĐT được xác thực vào ngày nào và do ai ký?", "cached_answer": "Ngày 21 tháng 7 năm 2023, do Thứ trưởng Phạm Ngọc Thưởng ký.", "new_query": "Văn bản hợp nhất số 08/VBHN-BGDĐT được xác thực vào ngày nào và do ai ký?"}
{"pair_id": "d5_s0247_N3_v2", "cached_question": "Văn bản hợp nhất số 07/VBHN-BGDĐT được xác thực vào ngày nào và do ai ký?", "cached_answer": "Ngày 21 tháng 7 năm 2023, do Thứ trưởng Phạm Ngọc Thưởng ký.", "new_query": "Văn bản hợp nhất số 07/VBHN-BTC được xác thực vào ngày nào và do ai ký?"}
{"pair_id": "d5_s0247_N5_v2", "cached_question": "Văn bản hợp nhất số 07/VBHN-BGDĐT được xác thực vào ngày nào và do ai ký?", "cached_answer": "Ngày 21 tháng 7 năm 2023, do Thứ trưởng Phạm Ngọc Thưởng ký.", "new_query": "Văn bản được hợp nhất sớm nhất trong văn bản hợp nhất số 07/VBHN-BGDĐT ban hành ngày nào?"}
{"pair_id": "d5_s0247_N5_v3", "cached_question": "Văn bản hợp nhất số 07/VBHN-BGDĐT được xác thực vào ngày nào và do ai ký?", "cached_answer": "Ngày 21 tháng 7 năm 2023, do Thứ trưởng Phạm Ngọc Thưởng ký.", "new_query": "Văn bản được hợp nhất muộn nhất trong văn bản hợp nhất số 07/VBHN-BGDĐT ban hành ngày nào?"}
{"pair_id": "d5_s0247_N6_v1", "cached_question": "Văn bản hợp nhất số 07/VBHN-BGDĐT được xác thực vào ngày nào và do ai ký?", "cached_answer": "Ngày 21 tháng 7 năm 2023, do Thứ trưởng Phạm Ngọc Thưởng ký.", "new_query": "Văn bản hợp nhất số 07/VBHN-BGDĐT được đăng Công báo vào ngày nào?"}
{"pair_id": "d5_s0247_P2_v2", "cached_question": "Văn bản hợp nhất số 07/VBHN-BGDĐT được xác thực vào ngày nào và do ai ký?", "cached_answer": "Ngày 21 tháng 7 năm 2023, do Thứ trưởng Phạm Ngọc Thưởng ký.", "new_query": "Cho tôi thông tin về ngày xác thực và người ký của văn bản hợp nhất số 07/VBHN-BGDĐT."}
{"pair_id": "d5_s0247_P2_v4", "cached_question": "Văn bản hợp nhất số 07/VBHN-BGDĐT được xác thực vào ngày nào và do ai ký?", "cached_answer": "Ngày 21 tháng 7 năm 2023, do Thứ trưởng Phạm Ngọc Thưởng ký.", "new_query": "Xin cho biết văn bản hợp nhất số 07/VBHN-BGDĐT do ai ký và ký vào ngày nào."}
{"pair_id": "d5_s0248_N1_v1", "cached_question": "Trước khi cấp bằng tiến sĩ, cơ sở đào tạo phải công khai toàn văn luận án trên trang thông tin điện tử trong thời gian tối thiểu bao lâu?", "cached_answer": "Tối thiểu 01 tháng (30 ngày), trừ trường hợp luận án được bảo vệ theo chế độ mật hoặc bị hạn chế tiếp cận, công bố theo quy định của pháp luật.", "new_query": "Ngoài toàn văn luận án, cơ sở đào tạo phải công khai thêm những tài liệu nào trước khi cấp bằng tiến sĩ?"}
{"pair_id": "d5_s0248_N4_v3", "cached_question": "Trước khi cấp bằng tiến sĩ, cơ sở đào tạo phải công khai toàn văn luận án trên trang thông tin điện tử trong thời gian tối thiểu bao lâu?", "cached_answer": "Tối thiểu 01 tháng (30 ngày), trừ trường hợp luận án được bảo vệ theo chế độ mật hoặc bị hạn chế tiếp cận, công bố theo quy định của pháp luật.", "new_query": "Cơ sở đào tạo phải ngừng công khai toàn văn luận án trên trang thông tin điện tử sau bao lâu kể từ ngày cấp bằng tiến sĩ?"}
{"pair_id": "d5_s0248_N6_v1", "cached_question": "Trước khi cấp bằng tiến sĩ, cơ sở đào tạo phải công khai toàn văn luận án trên trang thông tin điện tử trong thời gian tối thiểu bao lâu?", "cached_answer": "Tối thiểu 01 tháng (30 ngày), trừ trường hợp luận án được bảo vệ theo chế độ mật hoặc bị hạn chế tiếp cận, công bố theo quy định của pháp luật.", "new_query": "Cơ sở đào tạo không công khai toàn văn luận án trước khi cấp bằng tiến sĩ thì bị xử lý thế nào?"}
{"pair_id": "d5_s0248_P1_v2", "cached_question": "Trước khi cấp bằng tiến sĩ, cơ sở đào tạo phải công khai toàn văn luận án trên trang thông tin điện tử trong thời gian tối thiểu bao lâu?", "cached_answer": "Tối thiểu 01 tháng (30 ngày), trừ trường hợp luận án được bảo vệ theo chế độ mật hoặc bị hạn chế tiếp cận, công bố theo quy định của pháp luật.", "new_query": "Thời gian tối thiểu phải đăng công khai toàn văn luận án trên cổng thông tin điện tử trước khi cấp bằng tiến sĩ là bao lâu?"}
{"pair_id": "d5_s0248_P2_v1", "cached_question": "Trước khi cấp bằng tiến sĩ, cơ sở đào tạo phải công khai toàn văn luận án trên trang thông tin điện tử trong thời gian tối thiểu bao lâu?", "cached_answer": "Tối thiểu 01 tháng (30 ngày), trừ trường hợp luận án được bảo vệ theo chế độ mật hoặc bị hạn chế tiếp cận, công bố theo quy định của pháp luật.", "new_query": "Cho tôi biết thời gian tối thiểu mà toàn văn luận án phải được cơ sở đào tạo công khai trên trang thông tin điện tử trước khi cấp bằng tiến sĩ."}
{"pair_id": "d5_s0248_P2_v3", "cached_question": "Trước khi cấp bằng tiến sĩ, cơ sở đào tạo phải công khai toàn văn luận án trên trang thông tin điện tử trong thời gian tối thiểu bao lâu?", "cached_answer": "Tối thiểu 01 tháng (30 ngày), trừ trường hợp luận án được bảo vệ theo chế độ mật hoặc bị hạn chế tiếp cận, công bố theo quy định của pháp luật.", "new_query": "Bằng tiến sĩ chỉ được cấp sau khi toàn văn luận án đã công khai trên trang thông tin điện tử đủ bao nhiêu thời gian tối thiểu?"}
{"pair_id": "d5_s0248_P2_v4", "cached_question": "Trước khi cấp bằng tiến sĩ, cơ sở đào tạo phải công khai toàn văn luận án trên trang thông tin điện tử trong thời gian tối thiểu bao lâu?", "cached_answer": "Tối thiểu 01 tháng (30 ngày), trừ trường hợp luận án được bảo vệ theo chế độ mật hoặc bị hạn chế tiếp cận, công bố theo quy định của pháp luật.", "new_query": "Giải thích giúp tôi quy định về thời hạn tối thiểu công khai toàn văn luận án trên trang thông tin điện tử trước khi cơ sở đào tạo cấp bằng tiến sĩ."}
{"pair_id": "d5_s0248_P3_v2", "cached_question": "Trước khi cấp bằng tiến sĩ, cơ sở đào tạo phải công khai toàn văn luận án trên trang thông tin điện tử trong thời gian tối thiểu bao lâu?", "cached_answer": "Tối thiểu 01 tháng (30 ngày), trừ trường hợp luận án được bảo vệ theo chế độ mật hoặc bị hạn chế tiếp cận, công bố theo quy định của pháp luật.", "new_query": "cs đào tạo phải đăng toàn văn luận án lên trang tt điện tử ít nhất bao lâu trc khi cấp bằng TS ạ?"}
{"pair_id": "d5_s0249_N2_v1", "cached_question": "Sau khi ban hành quyết định công nhận trình độ và cấp bằng tiến sĩ, cơ sở đào tạo phải cập nhật, xác thực dữ liệu văn bằng trong thời hạn bao nhiêu ngày làm việc?", "cached_answer": "Không quá 05 ngày làm việc kể từ ngày quyết định được ban hành.", "new_query": "Sau khi ban hành quyết định công nhận trình độ và cấp bằng tiến sĩ, cơ sở đào tạo phải xác thực dữ liệu văn bằng của nghiên cứu sinh nước ngoài trong bao nhiêu ngày làm việc?"}
{"pair_id": "d5_s0249_N2_v2", "cached_question": "Sau khi ban hành quyết định công nhận trình độ và cấp bằng tiến sĩ, cơ sở đào tạo phải cập nhật, xác thực dữ liệu văn bằng trong thời hạn bao nhiêu ngày làm việc?", "cached_answer": "Không quá 05 ngày làm việc kể từ ngày quyết định được ban hành.", "new_query": "Sau khi ban hành quyết định cấp bằng, cơ sở đào tạo phải cập nhật, xác thực dữ liệu mọi loại văn bằng trong bao nhiêu ngày làm việc?"}
{"pair_id": "d5_s0249_P1_v3", "cached_question": "Sau khi ban hành quyết định công nhận trình độ và cấp bằng tiến sĩ, cơ sở đào tạo phải cập nhật, xác thực dữ liệu văn bằng trong thời hạn bao nhiêu ngày làm việc?", "cached_answer": "Không quá 05 ngày làm việc kể từ ngày quyết định được ban hành.", "new_query": "Thời hạn cập nhật, xác thực dữ liệu văn bằng sau khi ban hành quyết định công nhận trình độ và cấp bằng tiến sĩ là bao nhiêu ngày làm việc?"}
{"pair_id": "d5_s0249_P2_v1", "cached_question": "Sau khi ban hành quyết định công nhận trình độ và cấp bằng tiến sĩ, cơ sở đào tạo phải cập nhật, xác thực dữ liệu văn bằng trong thời hạn bao nhiêu ngày làm việc?", "cached_answer": "Không quá 05 ngày làm việc kể từ ngày quyết định được ban hành.", "new_query": "Cho tôi biết thời hạn tính bằng ngày làm việc mà cơ sở đào tạo phải cập nhật, xác thực dữ liệu văn bằng sau khi ban hành quyết định cấp bằng tiến sĩ."}
{"pair_id": "d5_s0249_P2_v3", "cached_question": "Sau khi ban hành quyết định công nhận trình độ và cấp bằng tiến sĩ, cơ sở đào tạo phải cập nhật, xác thực dữ liệu văn bằng trong thời hạn bao nhiêu ngày làm việc?", "cached_answer": "Không quá 05 ngày làm việc kể từ ngày quyết định được ban hành.", "new_query": "Bao nhiêu ngày làm việc là thời hạn cập nhật, xác thực dữ liệu văn bằng tiến sĩ tính từ ngày ban hành quyết định?"}
{"pair_id": "d5_s0249_P3_v2", "cached_question": "Sau khi ban hành quyết định công nhận trình độ và cấp bằng tiến sĩ, cơ sở đào tạo phải cập nhật, xác thực dữ liệu văn bằng trong thời hạn bao nhiêu ngày làm việc?", "cached_answer": "Không quá 05 ngày làm việc kể từ ngày quyết định được ban hành.", "new_query": "csđt phải cập nhật, xác thực dl văn bằng trong mấy ngày làm việc sau khi có QĐ cấp bằng TS ạ?"}
{"pair_id": "d5_s0250_N1_v1", "cached_question": "Bộ Giáo dục và Đào tạo phải thông báo kết quả kiểm tra, thẩm định cho cơ sở đào tạo trong thời hạn bao lâu?", "cached_answer": "Không quá 60 ngày kể từ ngày có đủ thông tin, hồ sơ và tài liệu phục vụ việc kiểm tra, thẩm định.", "new_query": "Bộ Giáo dục và Đào tạo thông báo kết quả kiểm tra, thẩm định cho cơ sở đào tạo bằng hình thức nào?"}
